Gen,GenAvg,BestFit
0,392.45,403
1,395.1,403
2,395.8,403
3,397.2,404
4,396.55,404
5,396.8,404
6,397.05,404
7,397.55,404
8,397.85,404
9,398.35,404
10,398.9,404
11,399.9,404
12,400.75,404
13,401.55,406
14,402.1,406
15,403.05,408
16,403.75,408
17,404.5,409
18,405.25,409
19,405.8,409
20,406.35,409
21,406.95,409
22,407.45,409
23,407.95,409
24,408.35,409
25,408.35,409
26,408.45,409
27,408.8,411
28,408.8,411
29,408.75,411
30,409.1,411
31,409.35,411
32,409.2,411
33,409.6,412
34,409.65,412
35,409.65,412
36,409.9,412
37,409.9,412
38,410.05,412
39,410,412
40,410.4,412
41,410.65,412
42,410.95,412
43,410.9,412
44,411.1,412
45,411.15,412
46,411.35,412
47,411.3,412
48,411.55,412
49,411.8,413
50,411.95,413
