Gen,GenAvg,BestFit
0,390.6,404
1,392.35,404
2,394.55,407
3,396.7,408
4,398.75,408
5,400.5,408
6,401.8,408
7,403.15,409
8,404.2,409
9,404.8,409
10,405.85,409
11,406.4,409
12,407.2,409
13,407.55,411
14,407.8,411
15,408.05,411
16,408.45,411
17,408.85,411
18,409.25,411
19,409.55,411
20,409.85,411
21,410.1,411
22,410.1,411
23,410.2,412
24,410.3,412
25,410.55,413
26,410.75,413
27,411.1,413
28,411.4,413
29,411.7,413
30,412,414
31,412.05,414
32,411.95,414
33,411.95,414
34,412.25,414
35,412.3,414
36,412,414
37,412.35,414
38,411.95,414
39,412.65,414
40,412.85,414
41,412.55,414
42,413.2,415
43,413.45,415
44,413.1,415
45,413.6,415
46,413.5,415
47,413.8,415
48,413.85,415
49,414.1,415
50,414.3,415
