Run Number 4
Generation,Generation Average,Best Fitness Found
0,394.55,401
1,394.8,401
2,395.8,403
3,396.25,407
4,397.55,407
5,399.2,407
6,400.6,408
7,401.85,408
8,403.15,408
9,404.15,408
10,405.05,409
11,406,409
12,407,409
13,407.85,409
14,408.05,409
15,408.2,409
16,408.35,409
17,408.45,410
18,408.65,410
19,408.7,410
20,408.8,410
21,409,410
22,409.25,411
23,409.45,411
24,409.55,411
25,409.7,411
26,409.9,411
27,410.1,411
28,410.3,411
29,410.4,411
30,410.5,411
31,410.5,411
32,410.65,411
33,410.75,412
34,410.95,413
35,410.9,413
36,411.25,413
37,411.45,413
38,411.4,413
39,411.55,413
40,411.75,413
41,411.3,413
42,411.85,413
43,411.95,413
44,412.1,413
45,412,413
46,412.15,413
47,412.3,413
48,412.5,413
49,412.5,413
50,412.3,413
