Run Number 15
Generation,Generation Average,Best Fitness Found
0,390.5,403
1,392.75,403
2,395.05,403
3,396.9,405
4,398.3,405
5,399.75,405
6,401.05,405
7,402,406
8,402.75,406
9,403.35,406
10,403.9,406
11,404.4,406
12,404.7,406
13,405,406
14,405.25,406
15,405.5,407
16,405.75,407
17,406.2,412
18,406.6,412
19,407.1,412
20,407.7,412
21,408.3,412
22,408.55,412
23,409.2,412
24,409.75,412
25,410.3,412
26,410.75,414
27,410.9,414
28,411.8,414
29,412.3,414
30,412.75,415
31,412.75,415
32,413.15,415
33,413.25,415
34,413.4,415
35,413.55,415
36,413.05,415
37,413.85,415
38,414.15,415
39,414.25,415
40,414.45,415
41,414.15,415
42,414.5,415
43,414.55,415
44,414.65,415
45,414.8,416
46,415,416
47,415.2,416
48,415.2,416
49,415.2,416
50,415.2,416
