Run Number 26
Generation,Generation Average,Best Fitness Found
0,390.7,401
1,393.05,402
2,394.85,406
3,396.6,406
4,398.1,406
5,399.65,406
6,401,407
7,402.3,408
8,403.05,408
9,404.1,409
10,404.95,409
11,405.8,409
12,406.65,410
13,407.05,410
14,407.5,410
15,407.65,410
16,408.1,410
17,408.45,410
18,408.85,412
19,409.2,412
20,409.6,412
21,409.85,412
22,410.25,412
23,410.45,412
24,410.65,412
25,410.8,412
26,410.9,412
27,410.95,412
28,411.15,412
29,411.45,414
30,411.6,414
31,411.9,414
32,411.8,414
33,412.25,414
34,412.35,415
35,412.7,415
36,412.9,415
37,413.1,415
38,413.1,415
39,413.55,415
40,413.8,415
41,414,415
42,414.3,416
43,414.55,416
44,414.75,416
45,415,416
46,415,416
47,414.95,416
48,415.3,416
49,415.1,416
50,415.55,416
