Gen,GenAvg,BestFit
0,389.2,405
1,393.5,405
2,396.3,405
3,399.1,405
4,401.7,406
5,403.8,406
6,404.7,406
7,404.4,406
8,405.3,407
9,405.9,407
10,406.3,407
11,407.4,411
12,408.4,411
13,408.9,411
14,408.3,411
15,409.4,411
16,409.9,411
17,409.8,411
18,410.7,411
19,410.4,411
20,410.3,411
21,410.7,411
22,410.9,411
23,410,411
24,410.1,411
25,410.8,411
26,410.9,411
27,410.4,411
28,411,411
29,410.6,412
30,411.2,412
31,411.5,413
32,411.2,413
33,412,413
34,412.3,413
35,412.4,413
36,412.6,413
37,412.9,414
38,413.1,414
39,413.3,415
40,412.6,415
41,412.2,415
42,413.3,415
43,413.5,415
44,413.9,415
45,412.9,415
46,413.9,415
47,414,415
48,413.2,415
49,413.5,415
50,414.5,415
51,413.5,415
52,412.1,415
53,413.7,415
54,413.9,415
55,414,415
56,414.3,415
57,414.5,415
58,414.7,415
59,413.6,415
60,412.9,415
61,413.8,415
62,413.7,415
63,413.7,415
64,414.4,415
65,414.7,415
66,414.3,415
67,414.4,415
68,414.2,415
69,414.1,415
70,414,415
71,413.6,415
72,413.7,415
73,413.8,415
74,414.6,416
75,414.7,416
76,414.2,416
77,413.5,416
78,414.6,416
79,413.8,416
80,414.8,416
81,414.4,416
82,414,416
83,415,416
84,414.8,416
85,414.6,416
86,412.4,416
87,414.4,416
88,414.1,416
89,414.9,416
90,413.4,416
91,414.2,416
92,414.4,416
93,414.3,416
94,414.7,416
95,413.3,416
96,414.8,416
97,414.3,416
98,414,416
99,414.8,416
100,415,416
