Run Number 23
Generation,Generation Average,Best Fitness Found
0,391.9,402
1,395.2,402
2,396.8,403
3,398.2,403
4,399.3,404
5,400.1,404
6,400.8,404
7,402,405
8,403.4,408
9,403,408
10,403.3,408
11,403.6,408
12,402.7,408
13,402.1,408
14,403.1,408
15,403.7,408
16,403.2,408
17,404.2,408
18,403.9,408
19,404.5,408
20,404.8,408
21,405.2,408
22,405.2,408
23,406.3,409
24,407.2,409
25,407.9,409
26,408.4,409
27,408.8,409
28,409.1,410
29,409,410
30,409.3,410
31,409.6,411
32,409.7,411
33,410,411
34,409.8,411
35,410.2,411
36,409.7,411
37,410.2,411
38,410.2,411
39,410.6,411
40,411,412
41,411.2,412
42,411.3,412
43,410.5,412
44,411.5,413
45,411.9,413
46,412.3,413
47,412.2,413
48,412.5,414
49,412.6,414
50,413.3,416
51,413.5,416
52,413.7,416
53,413.9,416
54,413.9,416
55,413.6,416
56,414.3,416
57,414.4,416
58,414.6,417
59,415.1,417
60,415.4,417
61,416,417
62,416,417
63,416.2,417
64,416.5,417
65,416.4,417
66,417,419
67,417.1,419
68,417.3,419
69,417,419
70,417.6,419
71,417.5,419
72,417,419
73,418,419
74,417.6,419
75,418.6,419
76,417.8,419
77,418.8,419
78,418.4,419
79,418.7,419
80,418.5,419
81,418.5,419
82,418.6,419
83,418.9,419
84,417.7,419
85,419,419
86,418.7,419
87,418.4,419
88,418.3,419
89,417.6,419
90,417.4,419
91,418.3,419
92,418.9,419
93,419,419
94,418.9,419
95,419,419
96,418.9,419
97,418.9,419
98,419,419
99,419,419
100,418.7,419
