Gen,GenAvg,BestFit
0,388.9,398
1,392.4,403
2,395.7,404
3,398.7,404
4,400.6,404
5,402.3,404
6,403.4,404
7,403.6,404
8,403.8,404
9,404.1,405
10,404.1,405
11,403.7,405
12,404.3,405
13,404.5,405
14,403.7,405
15,404.7,405
16,404.7,405
17,404.1,405
18,405,405
19,405,405
20,404.5,405
21,405,405
22,405.1,406
23,405.2,406
24,405.4,406
25,405.6,406
26,405.8,406
27,406,406
28,406,406
29,406,406
30,406.1,407
31,406.2,407
32,406.5,408
33,406.8,409
34,405.1,409
35,406.3,409
36,406.6,409
37,406.6,409
38,407.4,409
39,407.6,409
40,406.9,409
41,406.7,409
42,407.7,409
43,407.7,409
44,407.8,409
45,407.7,410
46,408.6,410
47,409,410
48,408.7,410
49,409.1,410
50,409.7,410
51,409.4,410
52,410,410
53,409.3,410
54,410,410
55,409.9,410
56,410,410
57,410,410
58,409.8,410
59,409.8,410
60,409.7,410
61,409.4,410
62,409.9,410
63,410.1,411
64,410.1,411
65,410.1,411
66,409.2,411
67,409.1,411
68,409.4,411
69,410,411
70,410.4,411
71,410.5,411
72,410.5,411
73,409.9,411
74,410.8,411
75,411,411
76,410.9,411
77,410.3,411
78,410.7,411
79,410.5,411
80,410.9,411
81,410.9,411
82,410.9,411
83,410.7,411
84,410.2,411
85,410.2,411
86,410.7,411
87,411,411
88,410.8,411
89,410.9,411
90,410.9,412
91,409.3,412
92,410.8,412
93,410.9,412
94,411.1,412
95,411.3,412
96,411.5,412
97,411.7,412
98,411.6,412
99,411.6,412
100,411.3,412
