Run Number 26
Generation,Generation Average,Best Fitness Found
0,390,403
1,394.4,404
2,397.5,407
3,400.3,407
4,402.6,407
5,404.1,407
6,405.8,408
7,406.9,411
8,407.5,411
9,407.8,411
10,408,411
11,408.2,411
12,408.7,411
13,408.9,411
14,409.7,412
15,410.4,412
16,410.9,412
17,410.9,413
18,411.4,413
19,411.5,413
20,410.8,413
21,411.1,413
22,411.5,413
23,412.2,414
24,412.9,415
25,413.2,416
26,414,417
27,414.9,418
28,415,418
29,414.3,418
30,415.7,418
31,416.1,418
32,416.1,418
33,416.8,418
34,417.6,420
35,418.2,422
36,418.2,422
37,419.7,422
38,420.6,422
39,421.4,422
40,421.7,422
41,420.8,422
42,421.9,422
43,421.2,422
44,421.9,422
45,421.5,422
46,420.3,422
47,421.9,422
48,420.3,423
49,421,423
50,422.2,423
51,421.2,423
52,419.9,423
53,421.1,423
54,422.6,423
55,420.4,423
56,422.9,423
57,423,423
58,422.9,423
59,423,423
60,420,423
61,422.7,424
62,422.7,424
63,423.5,425
64,422.2,425
65,423.3,425
66,423.4,425
67,424,425
68,424.5,425
69,424.1,425
70,423,425
71,424.6,425
72,422.7,425
73,422,425
74,424,425
75,424.3,425
76,424.9,425
77,423.8,425
78,424.5,425
79,424.8,425
80,423.8,425
81,423.8,425
82,424.4,425
83,423.4,425
84,424.3,425
85,424.4,425
86,425,425
87,424.3,425
88,424.4,425
89,421.9,425
90,423.7,425
91,424,425
92,423.6,425
93,424.3,425
94,424.1,425
95,424.2,425
96,424.4,425
97,424.8,425
98,424,425
99,425,425
100,424.9,425
