Gen,GenAvg,BestFit
0,383.9,396
1,387.5,396
2,389.9,397
3,392.7,399
4,393.8,399
5,395.5,399
6,397.2,400
7,398.2,400
8,398.6,400
9,398.8,400
10,399.2,401
11,398.5,401
12,399.6,401
13,399.7,401
14,400.1,401
15,400.5,402
16,400.9,402
17,399.4,402
18,401.1,402
19,401.4,402
20,401.6,403
21,401.8,403
22,402.3,404
23,402.2,404
24,403,405
25,403.2,405
26,403.9,405
27,404.3,405
28,404.8,406
29,404.4,406
30,405.1,406
31,405.4,406
32,405.8,408
33,406,408
34,405.8,408
35,405.7,408
36,407,410
37,407,410
38,407.4,410
39,407.3,410
40,407.7,410
41,408.1,410
42,408,410
43,408.5,410
44,408.2,410
45,409.5,410
46,409.2,410
47,409.6,410
48,409.3,410
49,409.4,410
50,409.9,410
51,410,410
52,410,410
53,410,410
54,410.1,411
55,410.3,412
56,410.5,412
57,409.4,412
58,410.5,412
59,410.6,412
60,410.7,412
61,410.4,412
62,410.5,412
63,410.5,412
64,411,412
65,411,412
66,411.6,412
67,411.6,412
68,411.7,412
69,411.9,412
70,411.2,412
71,410.6,412
72,411.9,412
73,412.1,413
74,412,413
75,411.8,413
76,412.1,413
77,412.4,413
78,412.5,413
79,412.7,413
80,412.2,413
81,412.8,413
82,412.7,413
83,413,413
84,413,413
85,413.2,414
86,413.3,414
87,412.8,414
88,413.6,414
89,412.4,414
90,413.3,415
91,414.1,415
92,411.5,415
93,413.7,415
94,413.2,415
95,414.2,415
96,414.4,415
97,414.5,415
98,413.7,415
99,414.6,415
100,413.2,415
