Run Number 7
Generation,Generation Average,Best Fitness Found
0,392.5,403
1,395.7,403
2,397.7,407
3,400.2,407
4,401.9,409
5,404.2,409
6,406,409
7,406,409
8,407.2,409
9,408.3,409
10,408.5,411
11,409,411
12,409.1,411
13,410,413
14,408.6,413
15,410.7,413
16,411.3,413
17,411.9,413
18,412.4,413
19,412.1,413
20,412.3,413
21,412.3,413
22,412,413
23,412.7,413
24,413,413
25,413,413
26,413,413
27,412.1,413
28,413,413
29,412.7,413
30,412.4,413
31,413,413
32,412.5,413
33,412,413
34,412.4,413
35,412.6,413
36,412.2,413
37,412.6,413
38,413.1,414
39,412.4,414
40,412.1,414
41,412.4,414
42,411.5,414
43,412.9,414
44,413.5,414
45,412.8,414
46,413.1,414
47,413.3,414
48,413.8,414
49,413.4,414
50,414,414
