Run Number 12
Generation,Generation Average,Best Fitness Found
0,390,407
1,394.6,407
2,397.3,407
3,400.1,407
4,401.3,407
5,402.5,407
6,403.7,407
7,404.5,407
8,405.1,407
9,405.7,407
10,406.8,407
11,407,407
12,407.8,415
13,407.7,415
14,409.7,415
15,410.4,415
16,412.4,417
17,414.2,417
18,414.8,417
19,414,417
20,415.9,417
21,416.5,417
22,415.5,417
23,417.1,419
24,417.3,419
25,417.7,419
26,417.2,419
27,416.9,419
28,417.9,419
29,417.6,419
30,418,419
31,417.6,419
32,417.8,419
33,418,419
34,418.6,419
35,418.4,419
36,418.7,419
37,418,419
38,417,419
39,417.9,419
40,417.7,419
41,418.6,419
42,418,419
43,418.9,419
44,418.3,419
45,418.8,419
46,419,419
47,418.4,419
48,416.5,419
49,418.4,419
50,418.5,419
51,417.8,419
52,418.8,419
53,417.7,419
54,419,419
55,419,419
56,417.2,419
57,417.8,419
58,417.7,419
59,419,419
60,418.8,419
61,419.1,420
62,419.2,420
63,418.7,420
64,418.6,420
65,419.2,420
66,418.5,420
67,419.5,420
68,417.6,420
69,418.8,420
70,419.8,420
71,419.3,420
72,419.9,420
73,419.8,420
74,419.1,420
75,420,420
76,420,420
77,420,420
78,418.7,420
79,417.4,420
80,418.1,420
81,418.1,420
82,418.7,420
83,418.6,420
84,419.6,420
85,419.2,420
86,419.1,420
87,419.2,420
88,420,420
89,419.6,420
90,418.2,420
91,420,420
92,419.1,420
93,420,420
94,419.9,420
95,418.9,420
96,419.2,420
97,419.4,420
98,419.6,420
99,420,420
100,419.9,420
101,419.9,420
102,418.7,420
103,418.4,420
104,418.5,420
105,419.2,420
106,417.4,420
107,419,420
108,417.8,420
109,418.7,420
110,418.8,420
111,419.6,420
112,419,420
113,419.9,420
114,419.2,420
115,419.2,420
116,419.8,420
117,419,420
118,419.7,421
119,419.7,421
120,419.9,421
121,420.3,421
122,419.4,421
123,420.6,421
124,420.7,421
125,420.9,421
126,420.8,421
127,419.9,421
128,421,421
129,415.4,421
130,419.9,421
131,419.8,421
132,419.9,421
133,420.4,421
134,420.4,421
135,420.9,421
136,421,421
137,420.8,421
138,419.1,421
139,420.3,421
140,420.6,421
141,421,421
142,420.9,421
143,420.5,421
144,418.4,421
145,419.8,421
146,420.9,421
147,419.3,421
148,420.4,421
149,420.4,421
150,420.5,421
151,420.3,421
152,421,421
153,421,421
154,420.4,421
155,420.8,421
156,418.8,421
157,420.8,421
158,420.6,421
159,421,421
160,419.2,421
161,420.1,421
162,421,421
163,421,421
164,420.7,421
165,419.7,421
166,419.3,421
167,420.3,421
168,420.3,423
169,420.4,423
170,420.4,423
171,419.7,423
172,422.1,423
173,421,423
174,422.7,423
175,420.5,424
176,422.8,424
177,422.8,424
178,422.2,424
179,421.3,424
180,421.5,424
181,423,424
182,423.1,424
183,420.4,424
184,421.8,424
185,422.6,424
186,423.3,424
187,423.5,424
188,422.7,424
189,422.7,424
190,422.2,424
191,422.7,424
192,422.1,424
193,423.7,424
194,423.9,424
195,422.5,424
196,421.6,424
197,423.6,424
198,421.6,424
199,423.7,424
200,424,424
201,424,424
202,423.3,424
203,423.1,424
204,424,424
205,423.7,424
206,423,424
207,421.8,424
208,423.3,424
209,422.9,424
210,424,424
211,421.7,424
212,422.9,424
213,422.8,424
214,423.6,424
215,424,424
216,424,424
217,423.3,424
218,422.5,424
219,421,424
220,422.3,424
221,423.8,425
222,422.7,425
223,423.8,425
224,422.3,425
225,422.1,425
226,424.4,425
227,424.6,425
228,424.8,425
229,422.4,425
230,423.4,425
231,424.8,425
232,422.2,425
233,423.5,425
234,424.4,425
235,424.6,425
236,424,425
237,423.2,425
238,425,425
239,422.5,425
240,422.5,425
241,423,425
242,423.9,425
243,423.7,425
244,424.4,425
245,422.8,425
246,422.5,425
247,424.5,425
248,424.2,425
249,423.5,425
250,423.6,425
