Run Number 8
Generation,Generation Average,Best Fitness Found
0,391.9,404
1,396.7,407
2,399.8,407
3,401.5,407
4,401.7,407
5,402.2,407
6,401.4,407
7,403.3,407
8,404.6,407
9,405.9,410
10,407,410
11,408.2,410
12,408.7,410
13,408.9,410
14,408.8,410
15,409.8,411
16,409.4,411
17,409.2,411
18,410.3,411
19,410.2,411
20,410.3,411
21,410.3,411
22,410.3,411
23,410.6,411
24,410.8,411
25,410.9,411
26,411,411
27,410.8,411
28,408.5,411
29,411,411
30,410.7,411
31,411,411
32,410.7,411
33,410.9,411
34,411.1,412
35,411.2,412
36,411.4,412
37,411.3,412
38,411.5,412
39,411.6,412
40,411.7,412
41,411.8,412
42,412,412
43,411.9,412
44,411.8,412
45,412,412
46,411.9,412
47,411.9,412
48,411.6,412
49,411.9,412
50,412,412
51,411.9,412
52,411.9,412
53,412,412
54,412,412
55,411.6,412
56,411.8,412
57,411.8,412
58,411.4,412
59,411.5,412
60,410.9,412
61,411.8,412
62,411.8,412
63,411.2,412
64,411.9,412
65,411.9,412
66,411.9,412
67,412,412
68,411.9,412
69,411.7,412
70,411.9,412
71,412,413
72,412.1,413
73,412.3,413
74,412.4,413
75,412.4,413
76,412.6,413
77,412.3,413
78,412.5,413
79,412.6,413
80,412.1,413
81,412.4,413
82,412.8,413
83,412.8,413
84,412.9,413
85,412.9,413
86,412.9,413
87,412.7,413
88,412.9,413
89,412.9,413
90,412.7,413
91,412.8,413
92,413,413
93,412.9,413
94,413,413
95,412.9,413
96,412.3,413
97,413,413
98,413,413
99,413.1,414
100,412.5,414
101,413.4,414
102,412.7,414
103,413.2,414
104,413.6,414
105,413.1,414
106,413.9,414
107,413.8,414
108,412.7,414
109,413.6,414
110,414,414
111,414.1,415
112,414.1,415
113,414.1,415
114,414.2,415
115,414.4,415
116,414.5,415
117,414.7,415
118,414.9,415
119,415,415
120,414.1,415
121,415,415
122,415,415
123,414.7,415
124,414.3,415
125,415,415
126,412.2,415
127,412.7,415
128,414.3,415
129,415,415
130,415,415
131,414.1,415
132,415,415
133,414.8,415
134,413.5,415
135,414.8,415
136,414.8,415
137,415,415
138,415,415
139,415.1,416
140,415.3,416
141,415,416
142,414.4,416
143,415.5,416
144,414.4,416
145,415,416
146,415.9,416
147,415.5,416
148,415.5,416
149,415.2,416
150,415.9,416
151,415.5,416
152,414.7,416
153,414.8,416
154,415.8,416
155,415.7,416
156,415.9,417
157,415.8,417
158,414.3,417
159,415.9,417
160,416.3,417
161,416.5,417
162,416.7,417
163,415.6,417
164,416.5,417
165,416.6,417
166,416.5,417
167,416.2,417
168,415.7,417
169,415.9,417
170,416,417
171,415.8,417
172,414.9,417
173,417,417
174,416.5,417
175,416.5,417
176,417,417
177,416.6,417
178,416.7,417
179,416,417
180,416.6,417
181,416.8,417
182,416.5,417
183,416.7,417
184,416.4,417
185,416.4,417
186,416.9,417
187,415.9,417
188,416.1,417
189,417,417
190,417.1,418
191,417.2,418
192,415.1,418
193,416.5,418
194,416.5,418
195,417.2,418
196,417.6,418
197,417.9,419
198,418.1,419
199,418,419
200,417,419
201,418.3,419
202,418.3,419
203,415.8,419
204,414.6,419
205,417.6,419
206,417.2,419
207,418,419
208,417.8,419
209,418.6,419
210,418.5,419
211,418.9,419
212,418.9,419
213,418.4,419
214,418.1,419
215,418.8,419
216,417.3,419
217,418.5,419
218,418.8,419
219,418.9,419
220,417.9,419
221,417.5,419
222,419,419
223,417.9,419
224,418,419
225,417.9,419
226,418.9,419
227,419,419
228,417.4,419
229,418.2,419
230,418.6,419
231,418.6,419
232,418.5,419
233,418.4,419
234,419,419
235,417.8,419
236,418.2,419
237,417.2,419
238,417,419
239,418.4,419
240,416.6,419
241,418.7,419
242,419,419
243,418.5,419
244,418.7,419
245,418.4,420
246,418.8,420
247,418.4,420
248,418.7,420
249,419.5,420
250,419.3,420
