Run Number,Best Fitness Achieved
0,248
Moose Field Strategy
0,2,2,1,2,2,0,1,2,0,1,2,1,1,1,2,1,0,0,2,2,0,1,2,0,0,0,1,0,0,1,2,1,2,2,0,1,1,0,1,1,1,0,0,2,0,2,1,2,2,0,2,0,2,0,1,1,1,0,0,2,1,0,1,2,1,0,1,2,1,2,2,1,2,0,1,0,0,1,2,2,2,2,2,0,2,2,2,1,1,2,0,0,0,1,1,2,0,0,1,

Run Number,Best Fitness Achieved
1,396
Moose Field Strategy
1,2,2,2,1,2,0,1,0,0,1,0,1,1,1,1,2,2,0,0,2,0,1,0,2,2,0,1,1,1,2,2,1,0,1,0,0,1,0,2,0,0,2,1,1,1,1,1,1,1,1,0,2,1,1,1,0,0,0,0,2,2,2,1,2,0,1,1,2,0,0,2,2,0,0,1,2,0,0,2,0,1,2,2,1,2,0,1,1,1,2,2,1,1,0,0,1,0,1,2,

Run Number,Best Fitness Achieved
2,421
Moose Field Strategy
2,0,1,0,2,1,2,1,0,2,2,0,0,2,0,2,0,2,2,0,0,0,1,2,1,0,2,1,1,1,2,0,2,2,0,2,2,2,2,0,1,2,2,1,1,2,1,0,2,2,2,2,2,0,1,0,2,0,2,1,1,2,2,2,1,2,0,2,2,2,1,1,0,2,1,1,0,1,1,0,0,1,0,2,1,0,1,0,0,2,1,1,1,1,1,0,0,0,0,1,

Run Number,Best Fitness Achieved
3,417
Moose Field Strategy
0,2,0,1,2,1,0,2,1,1,0,2,2,0,2,0,2,1,1,1,0,0,1,0,1,0,2,2,0,1,2,0,0,0,0,1,1,0,0,0,0,0,2,0,2,0,2,0,1,2,0,1,1,2,1,0,1,0,0,0,0,1,0,0,0,2,1,2,0,0,0,1,1,1,2,2,2,2,2,0,0,1,2,1,2,2,1,0,1,2,2,2,2,1,2,1,2,0,1,1,

Run Number,Best Fitness Achieved
4,418
Moose Field Strategy
1,1,2,0,0,2,1,2,0,1,2,1,0,1,1,2,2,2,1,2,0,2,2,0,1,2,1,0,2,2,2,0,0,1,2,2,0,1,0,2,2,2,2,1,0,2,2,1,0,1,1,0,2,2,2,2,2,0,2,1,2,0,1,2,2,0,0,1,2,0,2,2,2,1,2,0,1,0,0,1,1,1,0,1,0,2,1,1,0,2,1,0,0,0,1,0,1,1,0,0,

Run Number,Best Fitness Achieved
5,417
Moose Field Strategy
2,0,2,0,1,1,0,1,2,1,2,1,2,2,1,1,1,0,1,0,0,2,1,2,0,1,1,2,0,0,2,2,1,0,1,1,1,1,0,2,1,1,1,1,1,0,0,2,0,0,1,1,0,1,1,1,1,2,2,0,1,1,0,0,0,1,2,0,2,1,1,1,1,1,1,2,1,2,2,2,2,2,1,0,0,0,1,2,2,2,0,2,2,1,2,2,2,0,0,0,

Run Number,Best Fitness Achieved
6,426
Moose Field Strategy
2,1,0,2,0,1,2,0,2,0,2,1,0,2,2,0,0,2,2,0,0,0,0,2,0,2,2,0,2,0,0,0,1,2,0,2,2,2,2,0,2,2,0,0,2,0,0,1,1,1,0,2,0,0,1,1,2,0,1,1,1,2,0,1,1,0,1,1,2,2,1,1,0,0,1,0,0,0,1,0,0,1,1,1,2,1,1,1,0,0,1,0,1,2,1,2,1,1,1,2,

Run Number,Best Fitness Achieved
7,418
Moose Field Strategy
1,2,1,2,0,1,2,0,2,0,1,0,1,2,1,1,2,1,1,2,0,1,2,1,1,2,1,2,2,2,2,0,2,0,0,0,2,1,0,2,2,2,2,0,1,1,0,2,2,1,2,1,1,2,2,2,0,2,2,1,2,1,1,0,2,2,2,1,2,0,2,0,1,2,1,0,0,0,0,0,2,2,0,0,0,0,0,2,1,1,1,0,0,0,0,1,1,1,0,0,

Run Number,Best Fitness Achieved
8,420
Moose Field Strategy
1,0,2,2,1,0,0,0,2,1,1,1,0,1,2,2,0,0,1,2,2,2,0,0,1,0,1,0,0,0,0,0,1,2,2,0,1,0,2,0,1,1,0,1,0,2,0,0,0,1,0,0,0,1,0,2,0,1,1,0,1,0,1,2,2,0,2,1,1,2,0,0,1,0,0,0,0,2,2,0,1,2,2,2,2,2,1,2,2,1,1,1,2,2,1,1,2,2,1,1,

Run Number,Best Fitness Achieved
9,421
Moose Field Strategy
1,0,0,2,1,2,1,2,2,0,1,1,2,1,2,0,2,1,2,2,2,1,0,1,1,1,2,2,1,2,2,1,1,0,1,1,2,2,1,2,1,2,2,2,1,1,0,2,2,2,2,2,1,1,1,2,2,0,0,1,2,2,0,2,0,0,2,1,1,1,0,1,2,0,0,0,0,1,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,2,2,0,0,0,1,0,

Run Number,Best Fitness Achieved
10,426
Moose Field Strategy
2,0,1,2,0,1,2,1,2,1,1,2,0,2,0,2,2,1,2,0,2,1,1,2,2,1,2,1,0,1,2,2,2,1,0,0,2,0,1,1,1,2,1,2,1,2,1,2,2,2,2,2,1,1,2,2,2,0,2,1,2,0,2,0,1,2,2,0,0,2,0,0,0,0,2,2,2,0,0,1,0,0,0,1,0,0,1,2,0,1,1,0,1,0,0,0,1,0,0,1,

Run Number,Best Fitness Achieved
11,427
Moose Field Strategy
1,2,1,0,0,1,2,0,0,2,0,2,2,1,2,0,0,2,2,2,2,0,0,0,0,0,0,2,2,2,0,1,0,1,0,0,1,0,2,0,2,2,1,2,2,0,1,0,0,0,0,0,2,0,0,2,1,1,0,1,0,1,1,0,0,1,1,0,0,0,0,1,0,1,0,1,1,2,1,1,1,2,2,2,1,0,1,1,2,2,1,1,2,2,2,2,2,1,1,1,

Run Number,Best Fitness Achieved
12,425
Moose Field Strategy
1,0,2,2,1,2,0,1,2,1,2,1,2,0,0,2,1,2,1,1,2,2,1,2,1,1,2,1,2,1,2,1,2,1,1,2,1,2,2,2,2,0,1,2,1,2,2,1,1,0,2,0,0,0,0,0,2,2,2,0,1,0,2,1,0,1,0,2,2,1,0,0,1,0,0,1,0,0,0,2,0,2,2,0,1,2,0,0,0,2,0,2,0,1,1,0,0,1,0,1,

Run Number,Best Fitness Achieved
13,423
Moose Field Strategy
0,2,1,0,1,2,1,2,0,1,0,2,2,2,1,1,1,2,2,1,1,0,2,2,1,2,0,2,2,1,1,2,2,1,1,1,2,2,2,2,0,2,1,1,0,0,2,1,0,2,1,2,0,1,2,0,2,2,2,2,2,2,0,2,2,1,0,0,2,0,1,0,0,1,2,0,2,2,0,0,0,1,1,0,1,0,2,0,1,1,2,0,0,2,0,1,0,1,1,1,

Run Number,Best Fitness Achieved
14,419
Moose Field Strategy
0,2,1,1,2,0,0,2,2,0,2,1,0,1,1,2,1,0,0,1,1,1,1,1,2,0,0,0,1,1,0,0,0,1,1,2,1,1,0,0,2,1,0,1,1,0,0,2,1,1,2,1,0,0,1,0,0,1,1,0,2,0,2,2,1,0,2,2,2,0,1,0,1,2,1,2,1,1,0,2,2,2,1,2,1,1,2,1,1,1,2,2,2,0,0,2,0,2,2,2,

Run Number,Best Fitness Achieved
15,418
Moose Field Strategy
