Run Number 12
Generation,Generation Average,Best Fitness Found
0,394.6,405
1,396.85,411
2,398.9,414
3,400.45,414
4,402.2,414
5,403.85,414
6,405.5,414
7,407.1,414
8,408.7,414
9,409.65,414
10,410.95,414
11,411.7,414
12,412.4,414
13,412.95,415
14,413.35,416
15,413.6,416
16,413.95,417
17,414.3,417
18,413.95,417
19,413.75,417
20,414.75,417
21,414.95,417
22,415.15,417
23,415.25,417
24,415.45,417
25,415.6,417
26,415.75,417
27,415.55,417
28,415.65,417
29,416.05,417
30,416.35,418
31,416.6,418
32,416.8,418
33,416.9,418
34,416.8,418
35,417,418
36,417.1,418
37,417.15,418
38,417,418
39,416.8,418
40,417.15,419
41,417,419
42,417.55,419
43,417.7,419
44,416.95,419
45,417.6,419
46,417.15,419
47,416.85,419
48,417.5,419
49,418,419
50,417.7,419
51,417.15,419
52,416.8,419
53,418.2,419
54,418.5,419
55,418.6,419
56,418.6,419
57,418.8,419
58,418.55,419
59,418.25,419
60,418.85,419
61,419,419
62,418.9,419
63,418.8,419
64,418.55,419
65,418.8,419
66,418.5,419
67,417.7,419
68,418.2,419
69,418.3,419
70,418.5,419
71,418.85,419
72,418.55,419
73,418.55,419
74,418.35,419
75,418.45,419
76,418.15,419
77,418.7,419
78,418.85,419
79,418.4,419
80,418.85,419
81,418.7,419
82,418.5,419
83,418.2,419
84,418.9,419
85,419,419
86,418.8,419
87,418.7,419
88,418.5,419
89,418.8,419
90,418.85,419
91,418.8,419
92,418.6,419
93,418.8,419
94,418.65,419
95,419,419
96,419,419
97,418.15,419
98,418.9,419
99,418.6,419
100,418.35,419
101,418.9,419
102,418.4,419
103,418.9,419
104,418.8,419
105,418.9,419
106,418.3,419
107,418.6,419
108,418.8,419
109,418.9,419
110,418.9,419
111,418.8,419
112,418.85,419
113,418.85,419
114,418.9,420
115,418.75,420
116,418.75,420
117,418.9,420
118,418.4,420
119,418.45,420
120,419.15,420
121,418.85,420
122,419.05,420
123,419.25,420
124,418.05,420
125,419.1,420
126,419.4,420
127,419.1,420
128,419.3,420
129,418.85,420
130,419.5,420
131,419.3,420
132,419.5,420
133,419.55,420
134,419.65,420
135,419.45,420
136,419.75,420
137,419.4,420
138,419.55,420
139,419.75,420
140,419.25,420
141,419.7,420
142,419.8,420
143,419.25,420
144,419.85,420
145,419.95,420
146,419.9,420
147,419.95,420
148,419.6,420
149,419.85,420
150,419.7,420
151,419.3,420
152,419.65,420
153,419.85,420
154,419.7,420
155,419.6,420
156,419.8,420
157,419.75,420
158,419.9,420
159,419.75,420
160,419.6,420
161,419.9,420
162,419.9,420
163,419.75,420
164,419.85,420
165,419.95,420
166,419.8,420
167,419.8,420
168,419.95,420
169,419.85,420
170,419.7,420
171,419.85,420
172,419.9,420
173,419.9,420
174,419.75,420
175,419.8,420
176,419.6,420
177,420,420
178,419.75,420
179,419.6,420
180,419.6,420
181,419.85,420
182,419.5,420
183,419.8,420
184,419.45,420
185,419.8,420
186,420,420
187,419.75,420
188,419.8,420
189,419.75,420
190,419.4,420
191,419.65,420
192,419.6,420
193,420,420
194,419.7,420
195,419.45,420
196,419.7,420
197,419.9,420
198,419.4,420
199,419.65,420
200,419.85,420
201,419.75,420
202,419.55,420
203,419.8,420
204,420,420
205,420,420
206,419.05,420
207,419.25,420
208,419.7,420
209,419.95,420
210,419.4,420
211,419.15,420
212,418.8,420
213,418.9,420
214,418.8,420
215,417.45,420
216,418,420
217,418.5,420
218,418.6,420
219,419.45,420
220,419.2,420
221,418.55,420
222,417.45,420
223,418.6,420
224,419.4,420
225,419.75,421
226,418.55,421
227,419.15,421
228,419.95,421
229,418.8,421
230,419.65,421
231,420.2,421
232,420.25,421
233,419.65,421
234,419.3,421
235,420.4,421
236,419.9,421
237,420.4,421
238,420.55,421
239,420.25,421
240,420.5,421
241,420.45,421
242,420.55,421
243,420.3,421
244,420.6,421
245,420.8,421
246,420.75,421
247,420.55,421
248,420.45,421
249,420.15,421
250,420.9,421
