Run Number 3
Generation,Generation Average,Best Fitness Found
0,392.4,404
1,394.35,406
2,395.7,406
3,396.8,406
4,397.5,406
5,398.25,406
6,398.95,406
7,399.3,406
8,399.55,406
9,399.45,406
10,399.9,406
11,400.05,406
12,400.25,406
13,400.85,406
14,401.25,406
15,401.45,406
16,401.75,406
17,402.45,406
18,402.9,406
19,403.1,406
20,403.35,406
21,403.7,406
22,403.7,406
23,404.15,406
24,404.1,406
25,404.25,406
26,404.1,406
27,404.35,406
28,404.6,406
29,404.95,406
30,404.95,406
31,405,406
32,405.5,408
33,404.95,408
34,405.55,408
35,405.5,408
36,405.9,408
37,405.9,408
38,406.15,409
39,406.2,409
40,406.7,409
41,406.55,409
42,407.05,409
43,407.3,409
44,407.55,409
45,407.95,411
46,408.3,411
47,408.05,411
48,408.65,411
49,408.85,411
50,409.2,411
51,408.95,411
52,409.3,411
53,409,411
54,409.7,411
55,410,411
56,410.2,411
57,410.05,411
58,410.35,411
59,410.2,411
60,410.65,411
61,410.7,411
62,410.45,411
63,410.6,411
64,410.65,411
65,410.7,411
66,410.55,411
67,410.55,411
68,410.85,411
69,410.95,411
70,410.8,411
71,410.75,411
72,410.9,411
73,410.9,411
74,410.65,411
75,410.7,412
76,411.1,412
77,411.2,412
78,411.2,412
79,410.3,412
80,410.9,412
81,411.45,413
82,411.5,413
83,411.35,413
84,411.55,413
85,411.7,413
86,411.7,413
87,411.75,413
88,411.5,413
89,411.95,413
90,411.85,413
91,412.05,413
92,412.2,413
93,412,413
94,412.35,413
95,412.45,413
96,412.6,413
97,412.35,413
98,412.4,413
99,412.7,413
100,412.7,413
101,412.75,413
102,412.65,413
103,412.45,413
104,412.8,413
105,412.85,413
106,412.7,413
107,412.6,413
108,412.85,413
109,412.9,413
110,412.6,413
111,413,413
112,412.85,413
113,412.5,413
114,412.9,413
115,412.75,413
116,412.2,413
117,412.8,413
118,412.6,413
119,411.95,413
120,412,413
121,412.65,413
122,412.55,414
123,412.3,414
124,412.85,414
125,412.75,414
126,413,414
127,412.95,415
128,412.85,415
129,412.4,415
130,413.05,415
131,413.25,415
132,412.85,415
133,413.5,415
134,413.3,415
135,413.85,416
136,414,416
137,413.7,416
138,413.95,416
139,414.3,416
140,414.55,416
141,414.75,416
142,414.45,416
143,415,417
144,415,417
145,415.25,417
146,415.55,418
147,415.15,418
148,415.6,418
149,415.35,418
150,415.15,418
151,415.35,418
152,415.35,418
153,415.45,418
154,415.9,418
155,415.95,418
156,416.05,418
157,415.9,418
158,416.2,418
159,416.1,418
160,416.4,418
161,416.95,418
162,416.55,418
163,416.4,418
164,416.1,418
165,416.4,418
166,416.1,418
167,416.7,418
168,417.15,418
169,417.5,418
170,417.4,418
171,417.25,418
172,417.15,418
173,416.4,418
174,417.55,418
175,417.35,418
176,417.3,418
177,417.3,418
178,417.65,418
179,417.2,418
180,417.35,418
181,416.15,418
182,416.8,418
183,417.4,418
184,417.75,418
185,417,418
186,417.55,418
187,417.9,418
188,417.4,418
189,417.45,418
190,418,418
191,415.65,418
192,416.45,418
193,417.45,418
194,417.85,418
195,417.9,419
196,417.05,419
197,416.6,419
198,417.2,419
199,418.1,419
200,418,419
201,417.2,419
202,418.2,419
203,417,419
204,417.15,419
205,418.45,419
206,417.25,419
207,417.3,419
208,417.75,419
209,418,419
210,418,419
211,418.05,419
212,418.25,419
213,418.7,419
214,418.75,419
215,417.75,419
216,418.15,419
217,418,419
218,417.6,419
219,417.55,419
220,418.2,419
221,417.55,419
222,417.7,419
223,418.25,419
224,417.9,419
225,417.75,419
226,418.35,419
227,418.7,419
228,417.9,419
229,418.7,419
230,418.25,419
231,418.95,419
232,417.75,419
233,418.9,419
234,417.6,419
235,418.3,419
236,418,419
237,418.95,419
238,418.45,419
239,418.9,419
240,417.95,419
241,418.3,419
242,418,419
243,418.65,419
244,419,419
245,418.5,419
246,418.45,419
247,418.75,419
248,417.1,419
249,416.95,419
250,417.55,419
