Run Number 22
Generation,Generation Average,Best Fitness Found
0,392.8,405
1,396.05,405
2,397.65,405
3,398.65,405
4,399.6,405
5,400.85,406
6,401.65,406
7,402.8,410
8,403.6,410
9,404.4,410
10,404.5,410
11,405.35,410
12,405.65,410
13,405.9,410
14,406.45,410
15,406.4,410
16,407.1,410
17,407,410
18,407.2,410
19,407.75,410
20,407.9,410
21,407.55,410
22,408.3,410
23,408.75,413
24,408.85,413
25,409.7,413
26,410.2,414
27,410.35,414
28,411,414
29,411.6,414
30,412.05,414
31,412.05,414
32,411.95,414
33,411.85,414
34,412.7,415
35,413,416
36,413.25,416
37,412.95,416
38,413.9,416
39,414.3,416
40,414.5,416
41,414.4,416
42,414.85,416
43,415.05,416
44,415.15,416
45,415.25,416
46,415.15,416
47,415.5,416
48,415,416
49,415.65,416
50,415.85,416
51,415.95,416
52,415.95,416
53,416,416
54,415.95,416
55,415.3,416
56,415.4,416
57,416,416
58,415.8,416
59,415.9,416
60,416,416
61,415.2,416
62,416,416
63,416,416
64,415.05,416
65,416,416
66,415.6,416
67,415.95,416
68,415.1,416
69,415.65,416
70,416,416
71,416,416
72,415.95,416
73,415.5,416
74,415.7,416
75,415.7,417
76,415.95,418
77,416.25,418
78,415.65,418
79,414.95,418
80,415.25,418
81,416.5,418
82,416.05,418
83,416.75,418
84,417.05,420
85,414.6,420
86,415.9,420
87,416.4,420
88,416.9,420
89,417.4,420
90,416.85,420
91,417.55,420
92,417.65,420
93,417.5,420
94,418.1,420
95,418,420
96,417.4,420
97,418.3,420
98,418.55,420
99,418.8,420
100,419,420
101,419.05,420
102,419.2,420
103,419.4,420
104,419.55,420
105,419.7,420
106,419.05,420
107,419.75,420
108,419.8,420
109,419.9,420
110,420,420
111,419.95,420
112,419.9,420
113,419,420
114,419.45,420
115,419.9,420
116,419.95,420
117,419.95,420
118,420,420
119,419.95,420
120,419.3,420
121,419.75,420
122,419.85,420
123,419.6,420
124,419.65,420
125,419.7,420
126,419.85,420
127,419.6,420
128,419.85,420
129,419.85,420
130,419.95,420
131,419,420
132,419.7,420
133,419.9,420
134,419.35,420
135,419.95,420
136,419.1,420
137,419.9,420
138,419.6,420
139,419.95,420
140,419.85,420
141,420,420
142,419.95,420
143,419.9,420
144,419.7,420
145,419.9,420
146,419.9,420
147,419.9,420
148,419.8,420
149,419.8,420
150,419.85,420
151,419.9,420
152,419.75,420
153,419.9,421
154,417.65,421
155,419.95,421
156,419.1,421
157,419.8,421
158,419.65,421
159,419.7,421
160,420.25,421
161,420.1,421
162,420.25,421
163,420.2,421
164,420.45,421
165,420.35,421
166,420.5,421
167,420.5,421
168,419.4,421
169,419.55,421
170,420.6,421
171,420.7,421
172,420.8,421
173,420.9,421
174,421,421
175,421,421
176,420.95,421
177,420.8,421
178,418.65,421
179,420.95,421
180,420.8,421
181,420.95,421
182,420.8,421
183,420.9,421
184,420.9,421
185,420.85,421
186,419.7,421
187,420.95,421
188,420.6,421
189,420.7,421
190,420.9,421
191,420.85,421
192,420.8,421
193,421,421
194,421,421
195,421,421
196,420.8,421
197,421,421
198,420.8,421
199,420.95,421
200,420.2,421
201,420.65,421
202,420.35,421
203,420.95,421
204,420.75,421
205,420.35,421
206,419.8,421
207,420.8,421
208,420.7,421
209,421,422
210,420.6,422
211,420.55,423
212,421.3,423
213,421.45,423
214,420.9,423
215,421.65,423
216,420.95,423
217,421.2,423
218,421.9,423
219,421.9,423
220,422.05,423
221,421.75,423
222,422.3,423
223,421.5,423
224,422.2,423
225,421.95,423
226,422.5,423
227,420.95,423
228,422.15,423
229,422.6,423
230,422.7,423
231,422.05,423
232,422.8,423
233,422.75,423
234,422.3,423
235,422.75,423
236,423,423
237,422.05,423
238,420.6,423
239,420.2,423
240,421.65,423
241,421.7,423
242,421.2,423
243,421.55,423
244,422.25,423
245,422.75,423
246,422.8,423
247,422.9,423
248,422.65,423
249,422.45,423
250,422.1,423
