Run Number 25
Generation,Generation Average,Best Fitness Found
0,386.55,403
1,389.25,404
2,391.35,404
3,392.9,405
4,394.8,405
5,396.5,405
6,398,405
7,399.55,405
8,400.9,405
9,401.55,405
10,402.35,405
11,403.3,405
12,404.2,405
13,404.5,405
14,404.8,405
15,404.85,405
16,404.55,405
17,405,406
18,405.15,407
19,405.2,407
20,405.25,407
21,405.55,408
22,405.8,408
23,406.05,408
24,406.2,408
25,406.4,408
26,406.7,408
27,406.9,408
28,407.2,408
29,407.3,408
30,407.45,408
31,407.55,408
32,407.6,408
33,407.75,409
34,407.7,409
35,407.55,409
36,407.6,409
37,408,409
38,408,409
39,408.1,409
40,408.2,409
41,408.25,409
42,408.3,409
43,408.35,409
44,408.2,409
45,408.2,409
46,408.2,409
47,408.35,409
48,408.65,409
49,408.7,409
50,408.8,409
