Run Number 11
Generation,Generation Average,Best Fitness Found
0,395.05,407
1,398.5,411
2,400,411
3,400.85,411
4,402.65,411
5,404.35,413
6,405.9,415
7,407.45,415
8,408.7,415
9,409.85,415
10,410.9,415
11,411.2,415
12,412.25,416
13,411.4,416
14,412.2,416
15,413.2,416
16,413.65,418
17,413.25,418
18,414.3,418
19,414.7,418
20,414.75,418
21,415,418
22,415.3,418
23,415.3,418
24,415.3,418
25,415.8,418
26,416.15,418
27,416.15,418
28,415.85,419
29,416.05,419
30,415.9,419
31,415.9,419
32,416.9,419
33,417.2,419
34,416.35,419
35,416.9,419
36,416.95,419
37,417.3,419
38,417.75,420
39,418.1,420
40,418.35,420
41,418.4,420
42,418.75,420
43,419.05,420
44,419.25,420
45,419.35,420
46,419.2,420
47,419.55,421
48,419.6,421
49,419.75,421
50,418.7,421
