Run Number 22
Generation,Generation Average,Best Fitness Found
0,391.65,403
1,393.6,406
2,395.6,407
3,397.3,407
4,398.35,407
5,399.75,407
6,401.2,407
7,402.35,407
8,403.4,407
9,404.35,407
10,405.15,407
11,405.65,407
12,406.1,408
13,406.5,408
14,406.45,408
15,406.5,408
16,406.75,408
17,407.1,409
18,407.3,409
19,406.55,409
20,406.95,409
21,407.1,409
22,407.25,409
23,407,409
24,407.4,409
25,407.55,409
26,407.65,409
27,407.8,409
28,407.85,409
29,407.75,409
30,408.15,409
31,408.2,409
32,408.35,410
33,408.6,410
34,408.8,410
35,408.75,410
36,409,410
37,409.1,410
38,409.3,410
39,409.45,410
40,409.35,410
41,409.35,410
42,409.5,410
43,409.55,411
44,409.75,411
45,409.9,411
46,410.05,411
47,410.2,411
48,409.7,411
49,410.35,411
50,410.4,411
