Gen,GenAvg,BestFit
0,391.45,406
1,394.3,409
2,397.3,410
3,398.85,410
4,401.15,410
5,402.85,410
6,404,410
7,405.05,410
8,406.45,410
9,407.1,410
10,407.85,410
11,408.3,410
12,408.3,410
13,408.8,410
14,408.7,410
15,409.4,410
16,409.6,410
17,409.5,410
18,408.55,410
19,409.05,410
20,409.4,410
21,409.65,410
22,409.8,410
23,409.8,410
24,409.85,410
25,409.65,410
26,409.25,410
27,409.3,410
28,409.7,410
29,409.95,410
30,409.5,410
31,409.85,410
32,409.3,410
33,409.4,410
34,409.25,410
35,409.5,410
36,409.7,410
37,409.9,410
38,409.9,410
39,409.8,410
40,409.65,410
41,409.6,410
42,409.8,410
43,409.9,411
44,409.55,411
45,409.45,411
46,409.2,411
47,409.4,411
48,409.55,411
49,409.55,411
50,409.85,411
