Run Number 2
Generation,Generation Average,Best Fitness Found
0,393.95,407
1,395.75,407
2,396.5,407
3,397.95,407
4,399.4,407
5,400.7,407
6,401.85,407
7,402.9,407
8,403.85,407
9,404.9,408
10,405.05,408
11,405.2,408
12,405,408
13,405.5,411
14,405.55,411
15,405.95,411
16,406.5,411
17,407.1,411
18,407.55,411
19,407.9,411
20,408.35,411
21,408.4,411
22,408.5,412
23,408.95,413
24,409.45,413
25,409.85,413
26,410.4,413
27,410.15,413
28,410.7,413
29,410.6,413
30,411.1,413
31,409.9,413
32,410.55,413
33,410.95,414
34,411.6,414
35,411.85,414
36,411.6,414
37,412.3,414
38,411,414
39,411.35,414
40,412.35,414
41,412.6,414
42,412.9,414
43,413.05,414
44,412.85,414
45,413.35,415
46,413.15,415
47,412.5,415
48,413.55,417
49,413.55,417
50,413.95,418
