Run Number 6
Generation,Generation Average,Best Fitness Found
0,392.6,407
1,394.6,407
2,396.8,408
3,398.65,408
4,400,408
5,401.35,408
6,402.9,408
7,404.1,408
8,405,409
9,405.85,409
10,406.65,409
11,407.3,409
12,407.85,409
13,408.2,409
14,408.4,409
15,407.25,409
16,408.35,410
17,408.85,410
18,409.05,410
19,409.25,410
20,409.45,410
21,409.55,410
22,409.65,410
23,409.65,410
24,409.7,410
25,409.75,410
26,409.7,410
27,409.5,410
28,409.9,410
29,409.45,410
30,409.95,410
31,410,410
32,409.85,410
33,409.85,410
34,409.85,410
35,409.95,410
36,409.65,410
37,409.6,410
38,409.65,410
39,409.55,410
40,409.85,410
41,409.55,410
42,409.6,411
43,410.05,411
44,410.1,411
45,410.25,411
46,410.15,411
47,409.9,411
48,409.75,411
49,410.4,411
50,410.55,412
