Run Number 4
Generation,Generation Average,Best Fitness Found
0,394.2,399
1,396.1,406
2,398.8,406
3,400.8,406
4,402.6,406
5,403.8,406
6,404.9,406
7,405,406
8,405.6,406
9,405.7,406
10,405.9,406
11,405.6,406
12,405.9,406
13,405.7,406
14,406,406
15,405.8,406
16,405.2,406
17,406,406
18,404.7,406
19,406,406
20,406,408
21,406.3,408
22,406.4,408
23,406.7,408
24,407.1,408
25,407.2,408
26,407.7,408
27,407.6,408
28,407.7,408
29,407.9,408
30,407.7,408
31,407.7,408
32,407.9,408
33,407.9,408
34,408,408
35,408.1,409
36,407.8,409
37,408,409
38,408,409
39,407.5,409
40,407.7,409
41,408.4,409
42,408.5,409
43,408.7,409
44,408.2,409
45,408.8,409
46,408.8,409
47,408.6,409
48,409.1,410
49,409,410
50,409,410
51,409.3,410
52,409.1,410
53,409.3,410
54,409.5,410
55,409.4,410
56,409.7,410
57,409.1,410
58,409.9,410
59,409.3,410
60,409.9,411
61,409.7,411
62,409.8,411
63,409.7,411
64,410.2,411
65,409.4,411
66,410.5,411
67,410.3,411
68,410.8,413
69,410.9,413
70,411.7,413
71,411.7,413
72,411.6,413
73,412.2,413
74,412.1,413
75,412.8,414
76,413.1,414
77,413,414
78,413.2,414
79,413.3,414
80,413.5,414
81,413.5,414
82,413.7,414
83,413.8,414
84,414.1,415
85,414,415
86,413.9,415
87,413.9,415
88,413.7,415
89,414,415
90,414,415
91,414.3,415
92,414.2,415
93,414.4,415
94,413.9,415
95,414.3,415
96,414.7,415
97,414.6,415
98,415,415
99,414.8,415
100,415,415
101,415,415
102,414.7,415
103,415,415
104,414.8,415
105,414.8,415
106,415,415
107,413.6,415
108,415,415
109,413.4,415
110,414.9,415
111,414.5,415
112,414.8,415
113,414.6,415
114,414.9,415
115,414.8,415
116,414.8,415
117,414.7,415
118,414.7,415
119,414.6,415
120,414.9,415
121,414.8,416
122,414.4,416
123,415.1,416
124,415.4,416
125,415.5,416
126,413.4,416
127,414.6,416
128,415.7,416
129,415.3,416
130,415.9,416
131,415.9,416
132,415.9,416
133,415.2,416
134,415.9,416
135,415.8,416
136,415,416
137,415.8,416
138,415.8,416
139,415.9,416
140,415.3,416
141,415.6,416
142,415.9,416
143,415.9,416
144,415.9,416
145,416.1,417
146,416,417
147,415.6,417
148,415.7,417
149,415.5,417
150,415.9,417
151,416.4,417
152,415.7,417
153,415.8,417
154,415.9,417
155,415.4,417
156,415.8,418
157,416.7,418
158,416.3,418
159,417.3,418
160,417,418
161,416.6,418
162,417,418
163,417.5,418
164,416.8,418
165,417.7,418
166,415.4,418
167,416.4,418
168,417.2,418
169,417.7,418
170,417.9,418
171,417.7,418
172,417.6,418
173,417.8,418
174,416.1,418
175,418,418
176,416.8,418
177,417.8,418
178,417.4,418
179,417.9,418
180,418,418
181,417.4,418
182,417.4,418
183,417.5,418
184,417.7,418
185,417.8,418
186,417.5,418
187,418,418
188,417.6,418
189,417.9,418
190,417.6,419
191,417.7,419
192,418.2,419
193,418.4,419
194,417.9,419
195,417,419
196,418.3,419
197,418.4,419
198,418.6,419
199,417.6,419
200,418.5,419
201,418.7,419
202,419,420
203,418.7,420
204,418.5,420
205,418.3,420
206,418.8,420
207,418.9,420
208,418.7,420
209,418.9,420
210,419,420
211,419.1,420
212,418.6,420
213,416.6,420
214,417.7,420
215,417.5,420
216,418.3,420
217,419,420
218,419.5,420
219,418.7,420
220,419.2,420
221,418.5,420
222,419.2,420
223,419.8,420
224,419.6,420
225,418.1,420
226,419.3,420
227,416.3,420
228,419.6,420
229,419.8,420
230,417.7,420
231,419.1,420
232,418.9,420
233,419.2,420
234,419.2,420
235,419.6,420
236,419.7,420
237,419.6,420
238,419.8,420
239,419.5,420
240,419.4,420
241,418.3,420
242,417.7,420
243,418.2,420
244,417.7,420
245,418.4,420
246,418.1,420
247,418.4,420
248,418.2,420
249,417.8,420
250,416.8,420
