Run Number 26
Generation,Generation Average,Best Fitness Found
0,392.6,409
1,397,409
2,402.1,409
3,403.6,409
4,405.7,409
5,408,409
6,408,409
7,408.7,409
8,408.4,409
9,408.9,409
10,408.3,410
11,409,410
12,408.2,410
13,409.2,410
14,409.2,410
15,408.9,410
16,409.6,411
17,410,411
18,410.4,411
19,410.7,412
20,410.7,412
21,411.2,412
22,409.7,412
23,411.1,412
24,411.4,412
25,411.6,412
26,410.9,412
27,411.3,412
28,410.7,412
29,410.7,412
30,410.6,412
31,411.7,412
32,410.3,412
33,411.7,412
34,411.1,412
35,412,412
36,412,412
37,411.2,412
38,410.6,412
39,412,412
40,408.4,412
41,412,412
42,410.4,412
43,411.9,412
44,412,412
45,410.4,412
46,410.3,412
47,411.3,412
48,411.2,412
49,408.9,412
50,409.5,412
51,410.6,412
52,410.7,414
53,411.6,414
54,412.1,414
55,412.4,414
56,411.2,414
57,411.7,414
58,411.6,414
59,412.8,414
60,413,414
61,413.4,414
62,413.7,414
63,413.3,414
64,413.5,414
65,413.5,414
66,413.8,414
67,413.4,414
68,412.1,414
69,413.6,414
70,412.1,414
71,413.8,414
72,413.6,414
73,414,414
74,414.2,415
75,413.5,415
76,414.1,415
77,414.5,415
78,414.4,415
79,414.8,415
80,415,415
81,413.9,415
82,414.7,415
83,414.7,415
84,415,415
85,414.8,415
86,415,415
87,413,415
88,413.5,415
89,413.4,416
90,414.3,418
91,415.2,418
92,415.8,418
93,414.7,418
94,416.9,419
95,415.6,419
96,416.8,419
97,417.6,419
98,418,419
99,417.2,419
100,417.5,419
101,417.4,419
102,417.1,419
103,417.3,419
104,415.4,419
105,417.5,419
106,418.4,419
107,418.3,419
108,417.3,419
109,418,419
110,416,419
111,416.7,419
112,416.5,419
113,417.8,419
114,418.2,419
115,418.5,419
116,418.8,419
117,416.6,419
118,418.9,419
119,419,419
120,416.8,419
121,419,419
122,419,419
123,416.8,419
124,417,419
125,417.1,419
126,418.1,419
127,418,419
128,418.7,419
129,418.9,419
130,417.9,419
131,416.1,419
132,418.9,419
133,419,419
134,418.6,419
135,416.9,419
136,414.4,419
137,416.8,419
138,418.5,419
139,417.9,419
140,418.4,419
141,416,419
142,418.9,419
143,416.1,419
144,418.8,419
145,417.7,419
146,418.2,419
147,418.9,419
148,418.8,419
149,418.8,419
150,418.4,419
151,418.7,419
152,418.6,419
153,418.7,419
154,418.5,419
155,419,419
156,418.8,419
157,418.8,419
158,418.8,419
159,418.5,419
160,418.1,419
161,418.9,419
162,418.6,419
163,418.2,419
164,417.7,419
165,418.5,419
166,419,419
167,416.4,419
168,417,419
169,417.7,419
170,417.2,419
171,418.1,419
172,418.7,419
173,418.4,419
174,417.1,419
175,417.8,419
176,418.8,419
177,418.8,419
178,416.6,419
179,415.7,419
180,417.8,419
181,417.5,419
182,419,419
183,418.8,419
184,418.5,419
185,417.4,419
186,418.1,419
187,418.2,419
188,418.4,419
189,419,419
190,418.4,419
191,418.8,419
192,418.4,419
193,417.5,419
194,418.7,419
195,418,419
196,418.7,419
197,417.6,419
198,418.5,419
199,418.4,419
200,417.4,419
201,418.8,419
202,418.6,419
203,418.6,419
204,419,419
205,418.9,419
206,418,419
207,418.7,419
208,417.3,419
209,418.6,419
210,418.2,419
211,419,419
212,418.8,419
213,418.6,419
214,418.1,419
215,418.6,419
216,416.9,419
217,416.4,419
218,417.9,419
219,419,419
220,419,419
221,418,419
222,415.3,419
223,418.7,419
224,418.8,419
225,418.9,419
226,417.3,419
227,418.2,419
228,416.3,419
229,417.3,419
230,418.2,419
231,418.7,419
232,418.5,419
233,417.9,419
234,418.3,419
235,418.7,419
236,417,419
237,418.7,419
238,416.7,419
239,417.5,419
240,417.8,419
241,418.8,419
242,418.4,419
243,418.2,419
244,418.7,419
245,418.8,419
246,418.5,419
247,417.1,419
248,417.3,419
249,417,419
250,416.4,419
