Run Number 12
Generation,Generation Average,Best Fitness Found
0,392.8,401
1,395.2,401
2,395.5,402
3,398.1,402
4,399.4,402
5,399.3,402
6,399.9,402
7,401.1,402
8,401.9,402
9,402,402
10,402,402
11,402,402
12,400,402
13,401,402
14,401.1,402
15,399.5,402
16,401.7,402
17,401.9,402
18,402.3,405
19,402.4,405
20,403.1,405
21,404,408
22,404.8,409
23,405.3,409
24,405.9,409
25,406.6,410
26,407.6,410
27,408.4,410
28,408.6,410
29,408.5,410
30,409.3,410
31,409.3,410
32,409.6,410
33,409.9,410
34,408.8,410
35,409.1,410
36,409.5,410
37,409.8,410
38,409.4,410
39,409.4,410
40,409.6,410
41,409.3,410
42,409.8,410
43,408.9,410
44,409.7,410
45,409.7,410
46,409.8,410
47,409.8,410
48,410,410
49,409.5,410
50,409.8,410
51,409.5,410
52,409.6,410
53,409.8,410
54,408.9,410
55,408.7,410
56,409.2,411
57,409.7,411
58,409.3,411
59,409.7,411
60,410,411
61,409.7,411
62,409.9,411
63,410.3,411
64,410.7,411
65,410.9,411
66,410.8,411
67,411,411
68,410.8,411
69,410.4,411
70,410.8,411
71,410.7,411
72,411,411
73,409.9,411
74,409.8,411
75,410.3,411
76,410.8,411
77,410.3,411
78,410.9,411
79,410.9,411
80,408.8,411
81,409.2,411
82,410.4,412
83,410.4,412
84,411.1,412
85,410.6,412
86,409.4,412
87,410.6,412
88,410.6,413
89,411.1,413
90,411.4,413
91,412,413
92,412.1,413
93,412,413
94,411.8,413
95,411.7,413
96,411.9,413
97,411.7,413
98,412,413
99,410.7,413
100,411.6,413
101,412.1,413
102,411.5,413
103,411.7,413
104,412.5,413
105,412.3,413
106,412.5,413
107,411.7,413
108,412.6,413
109,411.8,413
110,412.6,413
111,412.7,413
112,412.1,413
113,412.9,413
114,412.7,413
115,410.6,413
116,413,413
117,413,414
118,412.6,414
119,412,414
120,412.6,414
121,411.5,414
122,412.2,414
123,412.7,414
124,412.7,414
125,412.5,414
126,412.8,414
127,412.9,414
128,411.2,414
129,412.9,414
130,412.6,414
131,413,414
132,413.5,414
133,412.6,414
134,411.5,414
135,413.2,414
136,411.9,414
137,413.1,414
138,413.1,414
139,413.4,414
140,412.9,414
141,413.2,414
142,413.8,414
143,412.7,414
144,412.7,414
145,413.3,414
146,412.9,414
147,412.6,414
148,413.2,414
149,413.5,414
150,413.2,414
151,413.3,414
152,413.7,414
153,413.9,414
154,413.4,415
155,413.8,415
156,413.5,415
157,413.3,415
158,413.6,415
159,413.9,415
160,414,415
161,414.5,416
162,414.6,416
163,414.8,416
164,414.4,416
165,415.2,416
166,413,416
167,414.9,416
168,415.6,416
169,414.8,416
170,415.5,416
171,415.3,416
172,415.1,416
173,415.8,416
174,415.9,416
175,414.6,416
176,416,416
177,414.1,416
178,412.8,416
179,413.3,416
180,414.2,416
181,414.7,416
182,415.5,416
183,415.9,416
184,415.4,416
185,415.1,416
186,414.9,416
187,415.7,416
188,415.9,416
189,415.9,416
190,415.9,416
191,413.5,416
192,416,416
193,415.3,416
194,413.8,416
195,416,416
196,415.7,416
197,415.8,416
198,416,416
199,415.4,416
200,415.7,416
201,415.4,416
202,415.8,416
203,413.9,416
204,415.6,416
205,415.4,416
206,416,416
207,415.3,416
208,415.4,416
209,415.7,416
210,416,416
211,415.4,416
212,415.7,416
213,415.5,416
214,414.6,416
215,414.3,416
216,415.8,416
217,413.5,416
218,414.7,416
219,414.5,416
220,415.2,416
221,414.8,416
222,414.4,416
223,414.9,416
224,415.5,416
225,415.1,416
226,415.2,416
227,415.1,416
228,415.8,416
229,415.9,416
230,415.1,416
231,414.2,416
232,413,416
233,414.5,416
234,413.2,416
235,414.1,416
236,415,416
237,415.2,416
238,414,416
239,413.8,416
240,414.9,416
241,414.9,416
242,412.9,416
243,414.9,416
244,414.6,416
245,415.3,416
246,413.3,416
247,414.5,416
248,415.7,416
249,413.2,416
250,415.2,416
