Run Number 20
Generation,Generation Average,Best Fitness Found
0,392.4,407
1,394.8,407
2,397.1,407
3,399.15,407
4,400.75,407
5,402.05,407
6,402.35,407
7,403.05,407
8,403.85,407
9,404.75,408
10,405.55,408
11,405.85,408
12,406.65,410
13,407,410
14,407.5,410
15,408,410
16,408.4,410
17,408.5,410
18,408.75,410
19,409.1,411
20,409.4,412
21,409.8,412
22,410.25,414
23,410.65,414
24,411.2,417
25,411.65,417
26,412.15,417
27,412.3,417
28,412.65,417
29,412.95,417
30,413.5,417
31,414,417
32,414.5,417
33,414.55,417
34,415.3,417
35,415.7,417
36,415.8,417
37,416.15,418
38,415.8,418
39,415.5,418
40,415.95,418
41,415.35,418
42,416.05,418
43,416,418
44,416.5,418
45,416.35,418
46,416.8,418
47,416.3,418
48,417.1,418
49,417.15,418
50,417.25,418
51,416.85,418
52,417.4,418
53,417.5,418
54,417.2,418
55,417.35,419
56,416.35,419
57,417.65,419
58,417.35,419
59,417.95,419
60,417.75,420
61,418.05,420
62,418.45,420
63,418.65,420
64,418.85,420
65,419.05,420
66,419.15,420
67,418.95,420
68,419.25,420
69,419.35,420
70,419.3,420
71,419.6,421
72,419.45,421
73,419.4,421
74,419.55,421
75,419.55,421
76,419.6,421
77,419.25,421
78,419.95,421
79,419.35,421
80,420.2,421
81,419.85,421
82,419.6,421
83,420.45,421
84,420.55,421
85,420.55,421
86,420.7,421
87,420.5,421
88,420.7,421
89,420.75,421
90,420.3,421
91,420.5,421
92,420.65,421
93,420.25,421
94,420.3,421
95,420.65,422
96,420.75,422
97,420.8,422
98,420.8,422
99,420.5,422
100,420.2,422
101,420.85,422
102,420.95,422
103,421.1,422
104,421.2,422
105,421,422
106,421.3,422
107,421.4,422
108,421.4,422
109,420.9,422
110,421.4,422
111,421.45,422
112,421.6,422
113,421.5,422
114,421.5,422
115,421.6,422
116,421.8,422
117,421.9,422
118,421.75,422
119,422,422
120,422,422
121,421.05,422
122,422,422
123,419.9,422
124,421.65,422
125,420.9,422
126,421.35,422
127,421.8,422
128,421.6,422
129,421.45,422
130,421.4,422
131,421.05,422
132,421.75,422
133,421.3,422
134,421.15,422
135,421.95,422
136,421.9,422
137,421.8,422
138,421.85,422
139,421.45,422
140,421.4,422
141,421.9,422
142,421.8,422
143,421.8,422
144,421.85,422
145,421.9,422
146,421.85,422
147,421.5,422
148,421.55,422
149,421.5,422
150,420.3,422
151,421.6,422
152,421.8,422
153,421.9,422
154,421.65,422
155,421.4,422
156,421.9,422
157,421.55,422
158,421.4,422
159,420.9,422
160,421.5,422
161,421.8,422
162,421.9,422
163,422,422
164,421.5,422
165,421.95,422
166,421.85,422
167,421.95,422
168,421.8,422
169,421.95,422
170,421.6,422
171,420.8,422
172,421.5,422
173,422,422
174,420.6,422
175,421.95,422
176,420.55,422
177,421.55,422
178,421.7,422
179,421.95,422
180,421.7,422
181,421.75,422
182,422,422
183,421.75,422
184,421.75,422
185,422,422
186,421.95,423
187,421.45,423
188,421.85,423
189,421.9,423
190,421.4,423
191,421.9,423
192,421.15,423
193,422.1,423
194,421.95,423
195,421.45,423
196,422.2,423
197,422.35,423
198,422.2,423
199,421.9,423
200,422.15,423
201,422.1,423
202,422.4,423
203,421.9,423
204,422.5,423
205,422.7,423
206,421.25,423
207,422.8,423
208,422.8,423
209,422.85,423
210,422.15,423
211,422.25,423
212,422.8,423
213,422.9,423
214,422.8,423
215,422.8,423
216,423,423
217,423,423
218,422.9,423
219,422.4,423
220,422.95,423
221,422.85,424
222,422,424
223,421.55,424
224,422.45,424
225,422.85,424
226,422.4,424
227,423.25,425
228,422.7,425
229,423.3,425
230,423.25,425
231,422.7,425
232,422.4,425
233,422.9,425
234,422.1,425
235,421.95,425
236,422.85,425
237,422.7,425
238,422.3,425
239,422.45,425
240,420.7,425
241,421.95,425
242,423.2,425
243,423.6,425
244,424.05,425
245,424.25,425
246,423.3,425
247,424.15,425
248,423.1,425
249,423.3,425
250,423.75,425
