Gen,GenAvg,BestFit
0,390.05,400
1,391.4,400
2,393.75,403
3,395.25,403
4,396,403
5,397.3,403
6,397.75,403
7,398.85,405
8,399.75,405
9,400.05,405
10,401.1,408
11,402.05,410
12,402.8,410
13,403.3,410
14,404.2,410
15,404.85,410
16,405.5,410
17,406.2,410
18,406.9,410
19,407.5,410
20,408.15,410
21,408.75,410
22,409.1,411
23,409.55,411
24,409.5,411
25,410.05,411
26,409.95,411
27,410.15,411
28,410.3,411
29,410.45,413
30,410.4,413
31,410.9,413
32,411.2,413
33,411.4,413
34,411.7,413
35,411.75,413
36,412.05,413
37,412.1,413
38,412,413
39,412.35,413
40,412.45,413
41,412.65,413
42,412.85,413
43,412.85,413
44,412.9,413
45,412.45,413
46,413,413
47,412.95,413
48,412.9,413
49,412.85,414
50,413.1,414
51,413.05,414
52,412.85,414
53,413.25,415
54,413.3,415
55,413.45,415
56,413.5,415
57,413.6,415
58,413.85,415
59,413.8,415
60,413.9,415
61,413.9,415
62,413.85,415
63,414.35,415
64,414.55,415
65,414.75,415
66,414.75,415
67,414.9,415
68,414.9,415
69,414.7,415
70,414.5,415
71,414.95,415
72,414.7,415
73,414.9,415
74,415,415
75,414.95,415
76,414.95,415
77,414.4,415
78,415,415
79,414.8,415
80,414.8,415
81,414.95,415
82,413.6,415
83,414.3,415
84,414.55,415
85,414.9,415
86,414.9,415
87,414.8,415
88,415.05,416
89,415.1,416
90,414.65,416
91,415.1,416
92,415.1,416
93,415.25,416
94,414.8,416
95,415.35,416
96,415.3,417
97,415.55,417
98,415.65,417
99,415.75,417
100,415.85,417
101,415.95,417
102,416.15,417
103,416.2,417
104,416.25,417
105,416.15,417
106,416.25,417
107,416.65,417
108,416.6,417
109,416.75,417
110,416.1,417
111,416.85,417
112,416.5,417
113,416.05,417
114,416.55,417
115,416.95,417
116,416.25,417
117,416.25,417
118,417,417
119,416.7,417
120,417.05,418
121,416.95,418
122,416.9,418
123,416.4,418
124,417,418
125,417.15,418
126,417.2,418
127,417.25,418
128,416.9,418
129,417.3,418
130,416.7,418
131,417.05,418
132,416.75,418
133,416.7,418
134,417,418
135,417.65,418
136,417.8,419
137,417.85,419
138,417.9,419
139,417.8,419
140,418.2,419
141,418.2,419
142,417.7,419
143,418.15,419
144,418.1,419
145,417.85,419
146,418.15,419
147,417.95,419
148,418.5,419
149,418.4,419
150,417.75,419
151,418.05,419
152,418.45,419
153,418.3,419
154,417.6,419
155,418.25,419
156,418.2,419
157,418.5,419
158,418.5,419
159,418.7,419
160,418.3,419
161,418.75,419
162,418.8,419
163,418.1,419
164,418.55,419
165,418.7,419
166,418.7,419
167,418.9,419
168,419,419
169,417.95,419
170,418.7,419
171,418.55,419
172,419,419
173,418.85,419
174,418.2,419
175,418.8,419
176,418.75,419
177,418.65,419
178,418.75,419
179,418,419
180,418.35,421
181,418.8,421
182,418.75,421
183,419.2,421
184,418.8,421
185,418.9,421
186,419.3,421
187,419.45,421
188,419.75,421
189,419.95,421
190,420.15,421
191,419.7,421
192,420.05,421
193,419.25,421
194,420.45,421
195,420.45,421
196,420.1,421
197,420.6,421
198,420.85,421
199,420.7,421
200,420.95,421
201,420.95,421
202,420.9,421
203,420.9,421
204,420.9,421
205,420.7,421
206,420.5,421
207,420.45,421
208,420.5,421
209,420.1,421
210,420.95,421
211,420.35,421
212,420.15,421
213,420.9,421
214,420.9,421
215,420.35,421
216,420.45,421
217,420.6,421
218,420.9,421
219,420.85,421
220,420.75,421
221,420.05,421
222,421,421
223,420.2,421
224,420.7,421
225,420.5,421
226,420.75,421
227,419.45,421
228,420.9,421
229,420.95,421
230,420.7,421
231,420.7,421
232,421,421
233,420.9,421
234,420.3,421
235,421,421
236,420.1,421
237,420,421
238,420.2,421
239,420.2,421
240,420.6,421
241,420.9,421
242,420.9,421
243,419.6,421
244,420.2,421
245,420.75,421
246,421,421
247,421,421
248,421,421
249,420.7,421
250,421,421
