Run Number 4
Generation,Generation Average,Best Fitness Found
0,396.4,406
1,400.7,411
2,404.2,411
3,406,411
4,407.6,411
5,408.4,411
6,409,411
7,409.8,412
8,410.3,412
9,410.3,412
10,410.6,412
11,410.8,412
12,411.3,412
13,411.2,412
14,411.3,412
15,410.9,412
16,411.1,412
17,411.5,412
18,411.6,412
19,411.8,412
20,411.9,412
21,411.7,412
22,411.5,412
23,412,412
24,412,412
25,412,412
26,412,412
27,412.1,413
28,411.9,413
29,412.4,413
30,412.6,413
31,412.7,413
32,412.7,413
33,413,413
34,413,413
35,412.9,413
36,412.9,414
37,413.1,414
38,413.1,414
39,413,414
40,413.4,414
41,413.6,414
42,413.9,415
43,414,415
44,414.2,415
45,414.4,415
46,414.5,415
47,414.7,415
48,415,416
49,414.8,416
50,414.1,416
