Run Number 11
Generation,Generation Average,Best Fitness Found
0,390.4,400
1,392.2,400
2,395.1,402
3,396.8,402
4,399.3,402
5,399.7,402
6,401.1,403
7,401.9,403
8,402.4,403
9,402.6,403
10,402.7,403
11,402.9,403
12,403,404
13,403.2,404
14,403.8,409
15,404.5,409
16,404.9,409
17,406.1,409
18,407.2,409
19,408.5,412
20,409,412
21,409.6,412
22,410.2,412
23,410.5,412
24,410.5,413
25,411.1,413
26,411.4,413
27,411.9,413
28,412.3,414
29,412.6,414
30,412.7,414
31,412.7,414
32,413.4,414
33,413.8,414
34,413.8,414
35,414,414
36,414.8,418
37,415.6,418
38,416.2,418
39,417,418
40,417.3,418
41,417.6,418
42,417.6,418
43,417.8,418
44,417.3,418
45,417.5,418
46,417.8,418
47,417.9,418
48,418,419
49,418.2,419
50,418.2,420
