Run Number 17
Generation,Generation Average,Best Fitness Found
0,392.8,403
1,396.9,403
2,397,403
3,400,404
4,401.6,404
5,402.5,404
6,403.5,410
7,404.4,410
8,404.8,410
9,405.6,410
10,406.3,410
11,407.5,410
12,406.8,410
13,408.5,410
14,409.1,410
15,409.7,410
16,409.9,410
17,409.5,410
18,409.9,410
19,409.4,410
20,409.4,410
21,409.3,410
22,409.8,410
23,409.9,410
24,410,410
25,410,410
26,410,410
27,408.7,410
28,408.3,410
29,409.3,410
30,409.9,410
31,410,410
32,409.5,411
33,409.3,411
34,410.1,411
35,410.3,411
36,410.5,411
37,410.7,411
38,410.9,411
39,411.1,412
40,410.7,412
41,410.9,412
42,411.2,412
43,410.9,412
44,411.5,412
45,411,412
46,410.5,412
47,411.7,412
48,411.7,412
49,411.3,412
50,411.4,412
