Run Number 6
Generation,Generation Average,Best Fitness Found
0,391.4,409
1,397.1,409
2,397.7,409
3,401.3,409
4,403.3,409
5,405.7,409
6,407.8,409
7,406.2,409
8,408.2,409
9,407.6,409
10,408.6,409
11,407.6,409
12,407.9,409
13,409,409
14,409,409
15,409,409
16,408,409
17,409,409
18,409,409
19,407.8,409
20,408,409
21,409,409
22,408.5,409
23,409.3,412
24,409.6,412
25,409.9,412
26,410.3,412
27,410.9,412
28,411.5,413
29,411.3,413
30,412.1,413
31,412.4,413
32,412.6,413
33,412,413
34,412.6,413
35,412.8,414
36,413,414
37,412.5,414
38,412.7,414
39,412.5,414
40,412.5,414
41,412.9,414
42,412.5,415
43,413.4,415
44,413.3,415
45,413.7,415
46,414.1,415
47,414,415
48,414.7,415
49,414.9,415
50,415,415
