Run Number 1
Generation,Generation Average,Best Fitness Found
0,394.4,407
1,398.9,409
2,402.5,409
3,405.2,409
4,407.8,411
5,408.1,411
6,409.7,411
7,410.1,411
8,410.5,411
9,410.9,411
10,411.1,412
11,411.2,412
12,411.1,412
13,411.5,412
14,411.7,412
15,411.6,413
16,412.2,413
17,412.4,413
18,412.1,413
19,410.2,413
20,411.6,413
21,412.4,413
22,413,413
23,412,413
24,412.2,413
25,412.6,413
26,412.2,413
27,412.9,413
28,412.4,413
29,413,413
30,413,413
31,412.1,413
32,412.9,413
33,412,413
34,413,413
35,413,413
36,412.7,413
37,413,413
38,413,413
39,412.7,413
40,413,413
41,412.9,413
42,413,413
43,412.8,413
44,412.9,413
45,412.8,413
46,412.7,413
47,412.9,413
48,412.9,413
49,412.3,413
50,412.7,413
