Gen,GenAvg,BestFit
0,389.7,404
1,392.4,404
2,395.4,404
3,397.4,404
4,398.5,404
5,400.1,404
6,401.2,404
7,403,410
8,404.4,410
9,404.3,410
10,406.2,410
11,406.8,410
12,407.5,410
13,407.7,410
14,408,410
15,408.5,410
16,409.2,410
17,409.6,410
18,409.9,410
19,410.2,411
20,410.4,411
21,410.5,411
22,409.6,411
23,410.8,411
24,411,411
25,410.9,411
26,410.9,411
27,410.9,411
28,411,411
29,411,411
30,410.8,411
31,411,411
32,410.4,411
33,410.2,411
34,410.9,411
35,410.9,411
36,410.7,411
37,411,411
38,410,411
39,410.6,411
40,410.5,411
41,410.2,411
42,410.8,411
43,411,411
44,410.4,411
45,410.6,411
46,411,411
47,410.9,411
48,410.9,411
49,411,411
50,410.2,411
