Gen,GenAvg,BestFit
0,394,405
1,396.4,405
2,398.9,405
3,400.2,407
4,401.5,407
5,403.1,408
6,404.7,408
7,406.5,412
8,407.5,412
9,408.2,413
10,409.4,413
11,410.1,413
12,411,414
13,412,414
14,411.9,414
15,413,414
16,412.8,414
17,413.2,414
18,413.5,414
19,413.7,414
20,414,415
21,413.8,415
22,414.1,415
23,413.9,415
24,414.2,415
25,414,415
26,414,415
27,414.6,415
28,414.4,416
29,414.2,416
30,415.2,416
31,415.3,416
32,415.2,416
33,415.4,416
34,415.5,416
35,415.6,416
36,415.7,416
37,415.9,416
38,416,416
39,414.8,416
40,416,417
41,415.9,417
42,415.9,417
43,416,417
44,416.4,417
45,416.2,417
46,416.3,417
47,415.8,417
48,416.8,417
49,416.6,417
50,416.2,417
51,415.7,417
52,417,417
53,417,417
54,416.9,417
55,416.9,417
56,416.3,417
57,416.4,417
58,416.6,417
59,417,417
60,415.5,417
61,416.7,417
62,416.9,417
63,417,417
64,416.8,417
65,417.1,418
66,417.2,418
67,417.2,418
68,417.5,418
69,417.7,418
70,417.9,418
71,418,418
72,417.9,418
73,418,419
74,418.2,419
75,417.8,419
76,418.4,419
77,417.7,419
78,418.5,419
79,418,419
80,417.4,419
81,418.1,419
82,418.3,419
83,418.4,419
84,418.1,419
85,418.5,419
86,418.7,419
87,418.1,419
88,418.9,419
89,418.8,419
90,418.8,419
91,418.3,419
92,418.4,419
93,418.8,419
94,418.9,419
95,419,419
96,419,419
97,419,419
98,419,419
99,419,419
100,419,419
