Run Number 6
Generation,Generation Average,Best Fitness Found
0,396.1,405
1,397.4,405
2,398.8,405
3,398.7,405
4,399.8,405
5,400.8,405
6,400.9,405
7,401.8,405
8,402.5,405
9,403.2,405
10,403.3,405
11,403.8,407
12,404.4,407
13,405.4,407
14,405.8,407
15,406.4,407
16,407,409
17,407.3,409
18,407.6,409
19,408,409
20,408.4,409
21,408.2,409
22,408.8,409
23,408.7,409
24,408.7,409
25,408.9,409
26,408.9,409
27,408.8,409
28,408.8,409
29,409,410
30,408.9,410
31,409,410
32,409,410
33,409.1,410
34,409.2,410
35,409.1,410
36,409.3,410
37,409.7,411
38,410,411
39,410.3,411
40,410.6,412
41,410.7,412
42,410.9,412
43,411.3,412
44,411.4,412
45,411.6,412
46,411.6,413
47,412.1,413
48,412.4,413
49,412.6,413
50,412.8,413
51,412.9,413
52,412,413
53,413,413
54,412.9,413
55,413,413
56,413,413
57,413,413
58,411.2,413
59,412.8,413
60,412.9,413
61,411.6,413
62,412.9,413
63,413,413
64,412.8,413
65,413,413
66,412.9,413
67,413,413
68,413,413
69,412.6,413
70,413,413
71,413,413
72,412.9,413
73,413,413
74,412.1,413
75,412.2,413
76,412.9,414
77,412.7,414
78,413.4,414
79,411.4,414
80,411.5,414
81,413.7,414
82,413.7,414
83,411.9,414
84,413.9,414
85,414,414
86,413.9,414
87,413.8,414
88,414.1,415
89,414.2,415
90,414.4,415
91,414,415
92,413.1,415
93,414.3,415
94,414.3,415
95,414.5,415
96,414.7,415
97,414.7,415
98,415,415
99,414.9,415
100,415,415
