Run Number 3
Generation,Generation Average,Best Fitness Found
0,158.5,194
1,169.3,194
2,177.2,207
3,187.5,240
4,197.2,240
5,210.4,240
6,215.9,240
7,225.6,240
8,234.3,240
9,239.1,244
10,240.6,244
11,241.7,248
12,242.3,248
13,243.7,248
14,244.3,248
15,243.6,248
16,245.3,248
17,244.8,248
18,245.1,248
19,246.4,248
20,245.6,248
21,247.5,248
22,246.9,248
23,247.8,248
24,247.6,248
25,248,248
26,248,248
27,247.6,248
28,247.2,248
29,246.2,248
30,246.6,248
31,247.5,248
32,247.8,248
33,244.6,248
34,244.8,248
35,247.6,248
36,245.5,248
37,248,248
38,245.4,248
39,248,248
40,246.9,248
41,245.3,248
42,247.1,250
43,246.3,250
44,248.4,250
45,248.8,250
46,247.9,250
47,249.4,252
48,249.1,252
49,248.9,252
50,250.4,252
51,248.4,252
52,250.1,252
53,248.3,252
54,249.5,252
55,250.9,253
56,251.4,253
57,245.1,253
58,248.3,253
59,252.3,253
60,252.6,253
61,250.2,253
62,252.9,253
63,252.5,253
64,253,253
65,251.5,253
66,249.7,253
67,249.3,253
68,252.2,253
69,249.3,253
70,252.7,253
71,252.4,253
72,251.9,253
73,252.8,253
74,253,253
75,250.4,253
76,251.1,253
77,253,253
78,247.7,253
79,250.9,253
80,246.5,253
81,251.5,253
82,252.9,253
83,250.3,253
84,253,253
85,250.7,253
86,250.2,253
87,250.7,253
88,252.6,253
89,252.3,253
90,250,253
91,245.8,253
92,249.1,253
93,252,253
94,251.7,253
95,252.2,253
96,253.3,256
97,253.6,256
98,251.8,256
99,251.8,256
100,254.4,256
