Run Number 18
Generation,Generation Average,Best Fitness Found
0,393.6,403
1,395.1,403
2,397.9,403
3,400,403
4,401.3,403
5,402.2,403
6,402.6,403
7,402.8,403
8,402.8,403
9,403.1,404
10,403.3,404
11,403.5,404
12,403.7,404
13,403.8,404
14,404,404
15,403.9,404
16,404.1,405
17,403.7,405
18,404,405
19,404.4,405
20,404.7,406
21,405.2,408
22,405.7,408
23,406.3,408
24,406.9,408
25,407.5,408
26,407.6,408
27,408,408
28,407.8,408
29,407.8,408
30,408,408
31,407.9,408
32,408,408
33,406.7,408
34,407.9,408
35,407.9,408
36,408,408
37,407.8,408
38,408.1,409
39,408.2,409
40,408.4,409
41,408.6,409
42,408.8,409
43,409,409
44,409,409
45,408.9,409
46,408.9,409
47,409.1,410
48,409.1,410
49,409.2,410
50,409.4,410
51,409.6,410
52,409.8,410
53,410,410
54,408.7,410
55,409.4,410
56,410,410
57,410,410
58,409.9,410
59,410,410
60,409.5,410
61,410,410
62,410,410
63,409.9,410
64,409.9,410
65,409.7,410
66,410.1,411
67,410.1,411
68,409.2,411
69,410.6,412
70,410.8,412
71,411.1,412
72,411.4,412
73,411.7,413
74,412,413
75,412.4,413
76,411.9,413
77,412.6,413
78,412.5,413
79,412.8,413
80,411.8,413
81,413.1,414
82,412.7,414
83,413.2,414
84,413.4,414
85,413.6,414
86,413.8,414
87,413.9,414
88,413.1,414
89,414,414
90,414,414
91,414,414
92,413.8,414
93,413.8,414
94,414,414
95,413.3,414
96,413.3,414
97,414,414
98,414,414
99,414,414
100,413.9,414
