Run Number 4
Generation,Generation Average,Best Fitness Found
0,392.3,403
1,393.75,404
2,395.1,404
3,396.7,404
4,398.35,404
5,399.5,404
6,400.4,404
7,401.4,404
8,401.7,404
9,402,404
10,402.5,405
11,403,405
12,403.45,405
13,403.6,405
14,404,405
15,404.3,406
16,404.3,406
17,404.65,406
18,404.85,406
19,405.05,406
20,405.25,406
21,405.25,406
22,405.55,406
23,405.65,406
24,405.65,406
25,405.75,406
26,405.9,407
27,406,407
28,406.3,408
29,406.45,408
30,406.7,409
31,407.05,411
32,407.35,411
33,407.3,411
34,408,411
35,408.5,411
36,408.45,411
37,409.15,412
38,408.9,412
39,409.65,412
40,410.1,412
41,410,414
42,410.2,414
43,411,414
44,411.3,414
45,411.1,414
46,411.8,414
47,412.2,414
48,412.35,414
49,411.9,414
50,412.75,414
51,411.9,414
52,412.75,414
53,412.9,414
54,413.05,414
55,413.25,414
56,413.45,414
57,413.65,414
58,413.65,414
59,413.75,414
60,413.55,414
61,413.65,414
62,413.85,414
63,413.8,414
64,413.3,414
65,413.4,414
66,413.85,414
67,414,414
68,413.1,414
69,413,414
70,413.7,414
71,413.95,414
72,413.85,414
73,413.8,414
74,413.85,414
75,413.8,414
76,413.9,414
77,413.75,414
78,414,414
79,413.9,414
80,414,414
81,413.3,414
82,413.9,414
83,413.9,414
84,414,414
85,413.75,414
86,413.4,414
87,413.8,414
88,414,414
89,413.85,414
90,413.9,414
91,413.8,414
92,414,414
93,414,414
94,413.9,414
95,414,414
96,413.8,414
97,413.85,414
98,413.55,414
99,413.95,414
100,413.9,414
