Run Number 8
Generation,Generation Average,Best Fitness Found
0,390.95,402
1,393.4,404
2,395.6,407
3,396.8,407
4,398.55,407
5,400.2,407
6,401.65,408
7,402.75,408
8,403.9,408
9,404.85,408
10,405.75,408
11,406.45,408
12,406.75,408
13,407.15,408
14,407.55,408
15,406.85,408
16,407.5,408
17,407.25,408
18,407.5,408
19,407.55,409
20,406.65,409
21,407.8,409
22,407.95,409
23,407.6,409
24,408.05,409
25,408.1,409
26,408.3,409
27,408.4,409
28,408.5,409
29,408.6,409
30,408.6,409
31,408.8,410
32,408.85,410
33,409,410
34,409.2,410
35,409.2,410
36,409.25,410
37,409.4,410
38,409.5,410
39,409.6,410
40,409.2,410
41,409.7,410
42,409.8,410
43,409.8,410
44,409.9,410
45,410,410
46,410,410
47,409.95,410
48,409.4,410
49,409.8,410
50,409.9,410
51,409.95,410
52,409.85,410
53,409.9,410
54,409.8,410
55,410.05,411
56,410.05,411
57,410.2,411
58,409.75,411
59,410.15,411
60,410.35,411
61,410.45,411
62,410.55,411
63,410.55,411
64,410.65,411
65,410.75,411
66,410.7,411
67,410.45,411
68,411.05,413
69,411.05,413
70,411.2,413
71,411.2,413
72,411.5,413
73,411.7,413
74,411.8,413
75,411.9,413
76,412,413
77,412.15,413
78,412.4,414
79,412.45,414
80,412.8,414
81,413,414
82,413.2,414
83,413,414
84,413.45,415
85,413.4,415
86,413.75,415
87,413.65,415
88,413.95,415
89,414.15,415
90,414.35,415
91,414.2,415
92,414.2,415
93,414.35,415
94,414.55,415
95,414.4,415
96,414.7,415
97,414.7,415
98,414.35,415
99,414.6,415
100,414.95,416
