Run Number 12
Generation,Generation Average,Best Fitness Found
0,394.2,407
1,396.15,407
2,398.45,407
3,399.75,407
4,401.1,410
5,402.45,413
6,403.8,413
7,405.25,413
8,406.95,416
9,407.6,416
10,408.95,416
11,410.15,416
12,410.75,416
13,411.55,416
14,412.5,416
15,413.4,416
16,413.85,416
17,414.3,417
18,414.9,417
19,415.3,417
20,415.7,417
21,416.05,417
22,416.15,417
23,416.1,417
24,416.45,417
25,416.2,417
26,416.45,417
27,416.55,417
28,416.65,417
29,416.7,417
30,416.75,418
31,416.95,418
32,417.15,418
33,417.15,418
34,417.3,418
35,417.2,418
36,417.4,418
37,417.45,418
38,417.55,418
39,417.4,418
40,417.45,418
41,417.65,418
42,417.45,418
43,417.75,418
44,417.85,418
45,417.75,418
46,417.6,418
47,417.4,418
48,417.6,418
49,417.55,418
50,417.9,418
51,418,418
52,417.1,418
53,417.6,418
54,417.6,418
55,417.7,418
56,417.75,418
57,417.5,418
58,417.9,418
59,417.7,418
60,417.9,418
61,417.8,418
62,418,418
63,418,418
64,417.5,418
65,417.75,418
66,417.95,418
67,417.4,418
68,417.2,418
69,417.5,418
70,417.8,418
71,418,418
72,417.45,418
73,418,418
74,418,418
75,417.55,418
76,418,418
77,417.9,419
78,418.1,419
79,417.15,419
80,417.95,419
81,418,419
82,418.35,420
83,418.45,420
84,417.85,420
85,418.6,420
86,418.85,420
87,418.9,420
88,418.1,420
89,419.1,420
90,419.2,420
91,419.45,420
92,419.65,420
93,419.5,420
94,419.5,420
95,419.55,420
96,419.8,420
97,419.9,420
98,420,420
99,420,420
100,420,420
