Gen,GenAvg,BestFit
0,392.5,401
1,394.1,408
2,395.6,408
3,397.6,408
4,399,411
5,400.25,411
6,401.7,411
7,403.4,411
8,404.25,411
9,405.55,411
10,406.65,411
11,408,411
12,408.7,411
13,409.45,413
14,409.85,413
15,409.85,413
16,410.75,413
17,411.15,413
18,411.55,413
19,411.95,414
20,411.75,414
21,412.25,414
22,412.5,415
23,411.95,415
24,412.85,415
25,413.25,415
26,413.45,415
27,413.75,415
28,413.95,415
29,413.55,415
30,414.15,415
31,414.35,415
32,414.4,415
33,414.65,415
34,414.7,415
35,413.2,415
36,414.55,415
37,414.6,415
38,414.5,415
39,414.7,415
40,414.85,415
41,414.45,415
42,414.3,415
43,414.85,415
44,414.95,415
45,415,415
46,414.9,416
47,415.1,416
48,415,416
49,414.95,416
50,415.05,416
51,415.2,416
52,414.8,416
53,415.1,416
54,415.1,416
55,415.5,416
56,415.6,416
57,415.7,416
58,415.55,416
59,415.85,416
60,415.6,416
61,416.05,417
62,415.7,417
63,416.15,417
64,416.25,417
65,415.7,417
66,415.45,417
67,415.65,417
68,416.25,417
69,416.3,417
70,416.55,417
71,416.3,417
72,416.35,417
73,416.4,417
74,416.2,417
75,416.75,417
76,416,417
77,416.15,417
78,416.3,417
79,416.6,417
80,416.95,417
81,416.85,417
82,417,417
83,417,417
84,416.35,417
85,417,417
86,416.7,417
87,416.7,417
88,416.4,417
89,416.85,417
90,416.8,417
91,416.55,417
92,416.5,417
93,416.7,417
94,416.85,417
95,416.7,417
96,416.9,417
97,416.85,417
98,416.95,417
99,417,417
100,417,417
