Run Number 15
Generation,Generation Average,Best Fitness Found
0,395.65,412
1,398.1,412
2,400.45,412
3,403,413
4,404.4,413
5,406.15,413
6,407.65,413
7,409.05,414
8,410.4,414
9,410.25,414
10,411,414
11,411.7,414
12,412,414
13,412.5,414
14,412.9,414
15,412.75,414
16,412.9,414
17,413.35,414
18,413.15,414
19,413.6,414
20,413.4,414
21,413.35,414
22,413.75,414
23,413.8,414
24,413.9,414
25,414,414
26,414,414
27,413.65,414
28,413.65,414
29,413.6,414
30,413.5,414
31,413.9,414
32,412.8,414
33,413.9,414
34,413.9,414
35,412.65,414
36,413.55,414
37,413.75,414
38,414,414
39,414,414
40,413.9,414
41,414,414
42,414,414
43,414,414
44,413.95,414
45,413.85,414
46,413.8,414
47,413.95,414
48,413.95,414
49,414,414
50,413.9,414
51,413.95,414
52,413.65,414
53,414,414
54,413.55,414
55,413.2,414
56,414,414
57,413.2,414
58,413.1,414
59,413.8,414
60,413.85,414
61,413.65,414
62,413.85,414
63,413.7,414
64,413.6,414
65,414,414
66,414,414
67,413.2,414
68,413.85,414
69,414,414
70,413.9,414
71,413.95,414
72,413.9,414
73,413.2,414
74,413.8,414
75,413.6,414
76,414,414
77,414,414
78,413.55,414
79,413.95,414
80,413.5,414
81,413.9,414
82,414,414
83,413.85,414
84,413.95,414
85,413.65,414
86,414,414
87,413.55,414
88,414,414
89,414,414
90,413.95,414
91,414,414
92,413.6,414
93,414,414
94,413.7,414
95,413.85,414
96,413.9,414
97,413.6,414
98,413.2,414
99,413.4,414
100,413.55,414
