Run Number 18
Generation,Generation Average,Best Fitness Found
0,394.6,402
1,395.8,403
2,397,407
3,398.2,407
4,399.6,407
5,400.65,407
6,401.7,407
7,402.85,410
8,403.85,410
9,404.8,410
10,405.6,410
11,406.35,410
12,407,410
13,407.7,410
14,408.4,410
15,408.65,410
16,408.35,410
17,408.9,411
18,409.15,411
19,409.55,411
20,409.95,411
21,410.1,411
22,410.1,411
23,410.45,412
24,410.6,412
25,410.7,412
26,410.8,412
27,410.9,412
28,410.85,412
29,411.2,414
30,411.5,414
31,411.8,414
32,412,414
33,411.9,414
34,412.45,414
35,412.75,414
36,413.05,414
37,413,414
38,413.4,414
39,413.65,415
40,413.9,415
41,414.25,416
42,414.4,416
43,414.45,416
44,414.65,416
45,414.85,416
46,415.05,416
47,415.1,416
48,415.25,416
49,415.5,417
50,415.75,418
51,415.9,418
52,415.6,418
53,415.8,418
54,416.25,418
55,416.65,418
56,416.95,418
57,417.15,418
58,417.35,418
59,416.85,418
60,417.6,418
61,417.75,418
62,417.8,418
63,417.9,418
64,417.85,418
65,418,418
66,417.8,418
67,417.85,418
68,417.9,418
69,417.6,418
70,417.9,418
71,418,418
72,418,418
73,418,418
74,418,418
75,417.9,418
76,417.9,418
77,417.6,418
78,417.6,418
79,417.2,419
80,417.8,419
81,417.75,419
82,417.7,419
83,418.25,419
84,417.65,419
85,417.95,419
86,417.55,419
87,418.35,419
88,418.4,419
89,418.5,419
90,418.6,419
91,418.25,419
92,418.55,419
93,418.8,419
94,418.85,419
95,418.55,419
96,418.6,419
97,418.95,419
98,418.95,419
99,419,419
100,419,419
