Run Number 5
Generation,Generation Average,Best Fitness Found
0,391.3,400
1,394.4,405
2,396.9,405
3,399.6,405
4,401.1,405
5,402.8,405
6,404,405
7,404.5,405
8,404.7,405
9,404.3,405
10,405,405
11,405,405
12,405,405
13,405,405
14,404.3,405
15,405,405
16,405,405
17,405,405
18,404.9,405
19,404.9,405
20,404.8,405
21,405,405
22,405,405
23,404.8,405
24,404.9,405
25,405,405
26,405,405
27,404.5,405
28,404.8,405
29,404.8,405
30,405,405
31,404.9,405
32,404.3,405
33,404.8,405
34,405,405
35,405,405
36,404.8,405
37,404.8,405
38,405,405
39,404.8,405
40,405,405
41,405,405
42,405,405
43,404.4,405
44,404.3,405
45,405,405
46,405,405
47,405,405
48,405.1,406
49,405.1,406
50,405,406
51,405.2,406
52,404.8,406
53,405.6,406
54,405.8,406
55,406,406
56,406,406
57,406.2,408
58,406.6,408
59,407,408
60,407.4,408
61,407.8,408
62,407.7,408
63,407.7,408
64,407.9,408
65,408,408
66,408,408
67,407.8,408
68,408.2,410
69,408.3,410
70,408.8,410
71,409.2,410
72,409.6,410
73,410,410
74,409.9,410
75,409.8,410
76,410.1,411
77,410.2,411
78,409.6,411
79,410.4,411
80,410.6,411
81,410.8,411
82,410.6,411
83,411,411
84,411,411
85,410.1,411
86,411,411
87,411,411
88,411,411
89,411,411
90,411,411
91,411.1,412
92,410.6,412
93,411.3,413
94,411.4,413
95,411.7,413
96,412.1,413
97,412.6,414
98,412.1,414
99,412.8,414
100,413.2,414
101,413.5,414
102,413.6,414
103,413.6,414
104,412.7,414
105,413.7,414
106,414,414
107,413.6,414
108,413.6,414
109,413.7,414
110,413.8,414
111,413.9,414
112,414.3,416
113,414.5,416
114,414.9,416
115,415.2,416
116,414.7,416
117,415.7,417
118,415.7,417
119,415.8,417
120,416,417
121,416,417
122,416,417
123,415.9,417
124,416,417
125,416.1,417
126,415.9,417
127,416.2,417
128,416.2,417
129,415.7,417
130,416.4,417
131,416,417
132,416.8,417
133,416.9,417
134,416.9,417
135,416.6,417
136,416.8,417
137,416.9,417
138,416.7,417
139,416.9,417
140,416.9,417
141,416.2,417
142,416.7,417
143,416.7,417
144,415.8,417
145,416.9,417
146,416.7,417
147,416.7,417
148,416.4,417
149,416.9,417
150,416.9,417
151,416.9,417
152,416.9,417
153,416.9,417
154,416.7,417
155,416,417
156,416.2,417
157,416.9,417
158,416.5,417
159,416.9,417
160,416.9,417
161,416.9,417
162,416.9,417
163,416.9,417
164,415.7,417
165,416.4,417
166,416.7,417
167,416.9,417
168,415.7,417
169,416.9,417
170,416.9,417
171,416.5,417
172,416.9,417
173,416.7,417
174,416.9,417
175,416.9,417
176,416.9,417
177,416.7,417
178,416.9,417
179,416.9,417
180,416.9,417
181,416.9,417
182,416.3,417
183,416.9,417
184,416.9,417
185,416.9,417
186,416.9,417
187,416.8,417
188,416.9,417
189,416.9,417
190,416.4,417
191,416.9,417
192,416.9,417
193,417,418
194,416.9,418
195,416.8,418
196,417.4,418
197,417.5,418
198,417.4,418
199,417.7,418
200,417.9,418
201,418,418
202,418,418
203,418,418
204,417.9,418
205,418,418
206,418,418
207,418,418
208,418,418
209,418,418
210,417.2,418
211,417.9,418
212,417.1,418
213,417.6,418
214,417.9,418
215,417.1,418
216,418,418
217,418,418
218,417.9,418
219,418,418
220,418,418
221,417.8,418
222,418,418
223,418,418
224,417.8,418
225,418,418
226,418,418
227,417.7,418
228,417.8,418
229,417.9,418
230,417.9,418
231,418,418
232,418,418
233,417.8,418
234,417.9,418
235,417.7,418
236,417.5,418
237,418,418
238,417.9,418
239,418,418
240,417.9,418
241,418,418
242,417.9,418
243,417.7,418
244,417.9,418
245,417.9,418
246,417.9,418
247,417.6,418
248,418,418
249,417.8,418
250,418,418
