Run Number 15
Generation,Generation Average,Best Fitness Found
0,390.8,398
1,393.4,398
2,395.8,402
3,397.4,402
4,398.5,402
5,399.4,402
6,399.9,402
7,400.6,402
8,398.7,402
9,401,402
10,402.1,407
11,402.8,407
12,403.9,407
13,404.9,407
14,405.1,407
15,406.4,407
16,406.6,407
17,406,408
18,405.9,408
19,405.3,408
20,405.9,408
21,405.8,408
22,406.2,408
23,406,408
24,406.2,408
25,406,408
26,406,408
27,405.3,408
28,405.8,408
29,406.2,408
30,406.2,408
31,406.1,408
32,405.9,408
33,406.2,408
34,406.4,408
35,406.8,409
36,406.1,409
37,407.9,409
38,406,409
39,406.4,409
40,408.5,409
41,408.7,409
42,408.9,409
43,408.6,409
44,408.4,409
45,408.8,409
46,409,409
47,409.1,410
48,409.2,410
49,409,410
50,409.2,411
51,409,411
52,408.6,411
53,409.2,411
54,409.4,411
55,409.4,411
56,409.8,411
57,410.2,411
58,410.6,411
59,409.7,411
60,410.9,411
61,407,411
62,410.7,411
63,410.6,411
64,409.2,411
65,410.5,411
66,410.6,412
67,411.2,412
68,411.4,412
69,410.1,412
70,411.2,412
71,411.3,412
72,411.4,412
73,411.8,412
74,412,412
75,411,412
76,412,412
77,411.1,412
78,412,412
79,411.7,412
80,412,412
81,412,413
82,412.2,413
83,412.5,414
84,412.7,414
85,412.5,414
86,412.6,414
87,413,414
88,412.5,414
89,412.1,414
90,413.4,414
91,412.8,414
92,412.5,415
93,413.6,415
94,414,415
95,414.4,415
96,412.2,415
97,414.6,415
98,414.8,415
99,415,415
100,414.9,415
101,412.7,415
102,413.7,415
103,413.7,415
104,415,415
105,414.6,415
106,414.8,415
107,413,415
108,413.4,415
109,415,415
110,414.8,415
111,414,415
112,415,415
113,413.9,415
114,413.1,415
115,414.5,415
116,414.8,415
117,414.2,415
118,414.9,415
119,413.8,415
120,415.1,416
121,415.2,416
122,415.4,416
123,414.4,416
124,415.6,416
125,415.8,416
126,414.8,416
127,415.7,416
128,415.3,416
129,415.8,416
130,415.3,416
131,415.7,416
132,413.8,416
133,414.8,416
134,414.8,416
135,415.9,416
136,416,416
137,415.9,416
138,416,416
139,414.1,416
140,414.8,416
141,413.6,416
142,416,416
143,413.6,416
144,415.5,416
145,415.9,416
146,415.9,416
147,414.8,416
148,415.9,416
149,415.9,416
150,414.8,416
151,415.3,416
152,415.6,416
153,416,416
154,415.9,416
155,414.8,416
156,416,416
157,413,416
158,416,416
159,415.6,416
160,414.3,416
161,414.3,417
162,415,417
163,416,417
164,416.4,417
165,416.6,417
166,414.8,417
167,416.8,417
168,416.9,417
169,416.8,417
170,415.3,417
171,417,417
172,417,417
173,415.8,417
174,416.7,417
175,417,417
176,417,417
177,415.4,417
178,416,417
179,417,417
180,416.5,417
181,416.8,417
182,417,417
183,416.4,417
184,416.7,417
185,416.1,417
186,417,417
187,415.9,417
188,417,417
189,416.8,417
190,415.8,417
191,417.2,418
192,417.3,418
193,417,418
194,415.8,418
195,416.6,418
196,416.8,418
197,416.8,418
198,415.6,418
199,415.9,418
200,416.4,418
201,417.1,419
202,417.9,419
203,418.2,419
204,418.4,419
205,418.6,419
206,418.7,419
207,417.4,419
208,418.7,419
209,418,419
210,418.4,419
211,418.7,419
212,418.9,419
213,419,419
214,418.4,419
215,418.7,419
216,419,419
217,418.8,419
218,418.3,419
219,417.8,419
220,419,419
221,418.6,419
222,418.8,419
223,415.9,419
224,419,419
225,418.2,419
226,418.1,419
227,419,419
228,418.6,419
229,419,419
230,419,419
231,417.8,419
232,418.8,419
233,419,419
234,418.7,419
235,418.9,419
236,418.3,419
237,418,419
238,418.6,419
239,419,419
240,419,419
241,418.9,419
242,419,419
243,418.7,419
244,419.1,420
245,417.6,420
246,418.5,420
247,418.6,420
248,419,420
249,419.4,420
250,418.5,420
