Run Number 25
Generation,Generation Average,Best Fitness Found
0,396.7,410
1,399.5,410
2,401.3,410
3,404.6,410
4,406.8,410
5,407.5,410
6,408.5,410
7,408.2,410
8,408.7,410
9,407.8,410
10,409.2,410
11,408.9,410
12,407.6,410
13,407.8,410
14,408.6,410
15,409,410
16,409,410
17,407.6,410
18,408.3,410
19,407.6,410
20,407.5,410
21,408.4,410
22,408.4,410
23,408.1,410
24,407.3,410
25,407.6,410
26,408.6,410
27,409.1,410
28,409.1,410
29,408.3,410
30,409.1,410
31,407.9,410
32,409.3,410
33,408.1,410
34,408.9,410
35,409.2,410
36,408.1,410
37,407.9,410
38,409,411
39,409.7,412
40,410.2,412
41,410.1,412
42,410.4,412
43,411,412
44,411.1,412
45,411.7,412
46,412,412
47,410.9,412
48,411.6,412
49,411.5,412
50,411,412
51,411.9,414
52,412.5,414
53,412.5,414
54,412.2,414
55,412.4,414
56,412.5,414
57,413.4,414
58,413.7,415
59,413.5,415
60,413.6,415
61,414.4,415
62,414,415
63,413.3,415
64,414.7,415
65,414.8,415
66,415,415
67,415,415
68,414.8,415
69,414.8,415
70,415,415
71,414.9,415
72,413.9,415
73,415,415
74,415.2,416
75,415.4,416
76,415.5,416
77,414.7,416
78,413.6,416
79,414.2,416
80,415,416
81,415.5,416
82,415.9,416
83,416,416
84,416,416
85,415.4,416
86,416,416
87,416,416
88,416,416
89,415.3,416
90,416,416
91,414.7,416
92,414.2,416
93,414.5,416
94,415.5,416
95,416,416
96,415.3,416
97,415.2,416
98,416,416
99,416,416
100,414.6,416
101,416,416
102,415.9,416
103,416,416
104,415.6,416
105,415.7,416
106,416,416
107,416,416
108,415.3,416
109,414.8,416
110,416,416
111,415.2,416
112,415.6,416
113,416,416
114,414.8,416
115,415.8,416
116,416,416
117,415.3,416
118,415.6,416
119,415.3,416
120,415.3,416
121,415.6,416
122,416.1,417
123,415.8,417
124,416.1,417
125,415.7,417
126,416.1,418
127,416.8,418
128,417,419
129,417.5,419
130,417,419
131,416.9,419
132,417.3,419
133,417.4,419
134,417,419
135,418,419
136,418.4,419
137,418,419
138,418.4,419
139,418.9,419
140,419,419
141,418.8,419
142,419,419
143,419,419
144,419,419
145,417.6,419
146,419,419
147,418.4,419
148,418.6,419
149,418.3,419
150,418.3,419
151,418.6,419
152,418.6,419
153,419,419
154,416.4,419
155,418.9,419
156,418.9,419
157,418.8,419
158,418.1,419
159,418.3,419
160,416.8,419
161,419,419
162,418.6,419
163,419,419
164,417.4,419
165,418.6,419
166,418.1,419
167,418.6,419
168,418.3,419
169,418.4,420
170,418.5,420
171,417.8,420
172,418.6,420
173,419.4,420
174,418.7,420
175,419.4,420
176,418.5,420
177,419,420
178,418.3,420
179,419.3,420
180,419.4,420
181,418.9,420
182,419.6,420
183,419.9,420
184,419,420
185,419.2,420
186,419.7,420
187,419.4,420
188,420,420
189,418.5,420
190,418,420
191,419.3,420
192,419.9,420
193,419.7,420
194,419,420
195,418.9,420
196,420,420
197,418,420
198,419.6,420
199,420,420
200,419.7,420
201,419.5,420
202,419.8,420
203,419.1,420
204,419.8,420
205,419.7,420
206,420,420
207,419.7,420
208,419.6,420
209,419.9,420
210,419.8,420
211,419.4,420
212,419.7,420
213,420,420
214,418.8,420
215,419.8,420
216,420,420
217,420,420
218,419,420
219,420,420
220,419.4,420
221,420,420
222,419.4,420
223,418,420
224,420,420
225,417.6,420
226,419.2,420
227,419,420
228,419.7,420
229,420,420
230,419,420
231,418.3,420
232,418.7,420
233,419.3,420
234,419.9,420
235,419.2,420
236,419.1,420
237,419,420
238,417.9,420
239,419.7,420
240,420,420
241,419.8,420
242,420,420
243,419.4,420
244,420,420
245,420,420
246,419.5,420
247,419.3,420
248,420,420
249,419.6,420
250,418.7,420
