Gen,GenAvg,BestFit
0,388.9,402
1,393.2,408
2,396.2,408
3,399.9,408
4,404.1,414
5,406.1,414
6,408.5,414
7,410.2,414
8,412,414
9,412.4,414
10,413.1,414
11,413.4,414
12,414,414
13,413.2,414
14,414,414
15,414,414
16,413.4,414
17,413.9,415
18,414.1,415
19,413.7,415
20,412.8,415
21,413.4,415
22,414.3,415
23,414.6,415
24,414.8,415
25,415,415
26,413.7,415
27,415,415
28,413.9,415
29,414.6,415
30,414.6,415
31,415,415
32,415,415
33,414.5,415
34,414.1,415
35,415,415
36,415,415
37,414.6,416
38,414.5,416
39,415.2,416
40,413.3,416
41,415.5,416
42,415.3,416
43,415.8,416
44,414.6,416
45,416,416
46,415.6,416
47,414.5,416
48,414.3,416
49,415.1,416
50,415.2,416
51,416.1,417
52,413.3,417
53,416,417
54,416.1,417
55,416.6,417
56,415.7,417
57,415.2,417
58,415.8,417
59,416.1,417
60,416.1,417
61,417,417
62,416.6,417
63,417,417
64,417,417
65,416.4,417
66,417,417
67,417,417
68,416.6,417
69,417,417
70,416.8,417
71,417,417
72,416.9,417
73,413.7,417
74,416.6,417
75,416.6,417
76,417,417
77,415.6,417
78,414.8,417
79,415.2,417
80,416.6,417
81,417,417
82,416.1,417
83,417,417
84,416,417
85,416.6,417
86,415.3,417
87,416.1,417
88,416.6,417
89,416.5,417
90,417,417
91,416.2,417
92,417,417
93,416.6,417
94,416.8,417
95,417,417
96,417,417
97,417,417
98,416.9,417
99,416,417
100,416.6,417
101,416.6,417
102,417,417
103,413.1,417
104,416.5,417
105,417,417
106,417,417
107,416,417
108,416.6,417
109,416.6,417
110,416.5,417
111,416.6,417
112,416,417
113,415.7,417
114,415.6,417
115,416.6,417
116,417.1,418
117,417.2,418
118,417.2,419
119,416.9,419
120,417.8,419
121,418.2,419
122,418.1,419
123,418,419
124,418.1,419
125,418.6,419
126,418.8,419
127,418.2,419
128,417.1,419
129,419,419
130,417,419
131,418.3,419
132,418,419
133,418.2,419
134,419,419
135,418,419
136,417.9,419
137,418.3,419
138,418.4,419
139,417.8,419
140,418.5,419
141,418.5,419
142,419,419
143,417.7,419
144,416.2,419
145,418.4,419
146,418.5,419
147,418.5,419
148,419,419
149,419,419
150,417.6,419
151,416.2,419
152,417.7,419
153,418.4,419
154,417.7,419
155,419,419
156,418.9,419
157,417.2,419
158,416.2,419
159,419,419
160,419,419
161,417.8,419
162,417.7,419
163,417.7,419
164,418.4,419
165,418.3,419
166,418.6,419
167,419,419
168,418.5,419
169,419,419
170,418.3,419
171,417.9,419
172,413.5,419
173,417.5,419
174,416,419
175,418.1,419
176,417.7,419
177,418.1,419
178,418.5,419
179,417.7,419
180,418,419
181,417.9,419
182,418.5,419
183,416.9,419
184,417.9,419
185,417.5,419
186,417.4,419
187,417.5,419
188,417.9,419
189,419,419
190,418.1,419
191,418,419
192,419,419
193,418.2,419
194,418,419
195,418.4,419
196,418.2,419
197,417.9,419
198,418.3,419
199,417.2,419
200,417.1,419
201,418.1,419
202,417.8,419
203,418.3,419
204,418.5,419
205,419,419
206,418.9,419
207,419,419
208,419,419
209,417.2,419
210,418.3,419
211,416.4,419
212,418.3,419
213,418.9,419
214,419,419
215,416.7,419
216,417.6,419
217,418.6,419
218,418.4,419
219,416.8,419
220,418,419
221,419,419
222,418.3,419
223,417,419
224,419,419
225,418.5,419
226,417.2,419
227,416.8,419
228,417.9,419
229,418.6,419
230,417.6,419
231,418.6,419
232,419,419
233,418.4,419
234,419,419
235,418.4,419
236,418.4,419
237,418.9,419
238,418.3,419
239,417.4,419
240,418.5,419
241,419,419
242,417.5,419
243,418.1,419
244,419,419
245,419,419
246,418.3,419
247,418.2,419
248,418.3,419
249,417.6,419
250,418.3,419
