Run Number 13
Generation,Generation Average,Best Fitness Found
0,394.1,402
1,395.5,402
2,396.4,402
3,397.5,406
4,399.8,406
5,401.4,406
6,402.7,407
7,404.2,407
8,405.5,407
9,406.2,407
10,406.7,407
11,406.9,407
12,407,407
13,406.8,407
14,406.8,407
15,407.1,408
16,407.2,408
17,407.3,408
18,407.4,408
19,407.6,408
20,407.8,408
21,408,408
22,408,408
23,408.1,409
24,408.1,409
25,407.9,409
26,408.2,409
27,408.3,409
28,408.5,410
29,408.6,410
30,408,410
31,409.2,412
32,409.5,412
33,409.9,412
34,409.9,412
35,410.6,412
36,411.2,412
37,411.4,412
38,411.6,412
39,411.8,412
40,411.3,412
41,412,412
42,411.7,413
43,410.8,413
44,412.2,413
45,412.2,413
46,412.4,413
47,412.7,414
48,412.8,414
49,413.1,414
50,413.2,415
51,413.2,415
52,413.5,415
53,413.7,415
54,413.7,415
55,413.8,415
56,413.7,415
57,413.8,415
58,413.9,415
59,414.1,416
60,414.7,417
61,414.1,417
62,414.8,417
63,415.7,418
64,414.8,418
65,416.5,418
66,417.2,418
67,416.7,418
68,417,418
69,417.4,418
70,417.7,418
71,417.2,418
72,416.9,418
73,417.4,418
74,417.1,418
75,415.3,418
76,416.3,418
77,416.9,418
78,417.5,418
79,416.3,418
80,418,418
81,418,418
82,416.9,418
83,417.5,418
84,417.7,418
85,416.4,418
86,417.1,418
87,417.6,418
88,418,418
89,417.4,418
90,417.3,418
91,417.8,418
92,418.1,419
93,417.7,419
94,417.8,419
95,416.5,419
96,417.7,419
97,417.9,419
98,417.4,419
99,418.3,419
100,417.1,419
101,418.5,419
102,417.5,419
103,417.7,419
104,419,419
105,417.4,419
106,419,419
107,418.8,419
108,418.3,419
109,417.1,419
110,417.9,420
111,417.7,420
112,418.2,420
113,418.7,420
114,418.4,420
115,418.4,420
116,418.4,420
117,417.6,420
118,415.6,420
119,419.1,420
120,418.3,420
121,418.2,420
122,418.4,420
123,419.1,420
124,419.7,420
125,419.2,420
126,420,420
127,418,420
128,418.7,420
129,419.6,420
130,418.4,420
131,419.3,420
132,419.4,420
133,418.9,420
134,420,420
135,419.8,420
136,417.8,420
137,418.7,420
138,419.9,420
139,419.9,420
140,418.5,420
141,419.2,420
142,419.2,420
143,420,420
144,419.2,420
145,420,420
146,419.9,420
147,419.3,420
148,419.9,420
149,419.4,420
150,420,420
151,418,420
152,417.9,420
153,419.6,420
154,417.9,420
155,419.9,420
156,418.8,420
157,420,420
158,419.4,420
159,419.9,420
160,420,420
161,420,420
162,418.8,420
163,419.6,420
164,419.8,420
165,420,420
166,419.7,420
167,419.4,420
168,420,420
169,418.6,420
170,419.2,420
171,420,420
172,419.7,420
173,419.9,420
174,420,420
175,419.4,420
176,418.7,420
177,419.5,420
178,419,420
179,419.2,420
180,419.8,420
181,420,420
182,420,420
183,418.2,420
184,420,420
185,418.4,420
186,419.6,420
187,419.5,420
188,418.6,420
189,420,420
190,418.7,420
191,420,420
192,419.6,420
193,419.2,420
194,419.2,420
195,419.2,420
196,419.7,420
197,419.1,420
198,420,420
199,417.8,420
200,417.3,420
201,420,420
202,418.9,420
203,419.7,420
204,419.4,420
205,419.6,420
206,419.3,421
207,419.6,421
208,419.3,421
209,418.6,421
210,419.1,421
211,420,421
212,419.1,421
213,419.1,421
214,418.9,421
215,420,421
216,419.3,421
217,420.6,421
218,420.1,421
219,420.1,421
220,421,421
221,420.2,421
222,420.2,421
223,419.4,421
224,420.9,421
225,421,421
226,421,421
227,420.6,421
228,419.3,421
229,420.7,421
230,419.3,421
231,420.7,421
232,420.8,421
233,420.2,421
234,421,421
235,421,421
236,420.4,421
237,420.7,421
238,420.8,421
239,420.4,421
240,419.7,421
241,418.8,421
242,420.4,421
243,419.9,421
244,420.4,421
245,421,421
246,419.9,421
247,420.7,421
248,419.6,421
249,420.2,421
250,420.7,421
