Run Number 16
Generation,Generation Average,Best Fitness Found
0,391.45,405
1,394.05,405
2,395.65,405
3,396.9,405
4,398.15,405
5,399.35,405
6,400.2,407
7,401.05,407
8,402.25,408
9,403.3,408
10,404.3,408
11,404.8,408
12,405.25,408
13,405.85,408
14,406.4,408
15,406.75,408
16,407.1,408
17,407.4,408
18,407.6,408
19,407.65,408
20,407.8,411
21,408.1,411
22,408.5,411
23,408.85,411
24,409.15,411
25,409.4,411
26,409.7,411
27,409.95,411
28,410.05,412
29,410.5,412
30,410.5,412
31,411.15,413
32,411.25,413
33,411.5,415
34,411.85,415
35,411.85,415
36,410.45,415
37,412.15,415
38,412.65,416
39,412,416
40,411.6,416
41,411.85,416
42,412.8,416
43,413.25,416
44,413.65,416
45,413.6,416
46,413.35,416
47,414,416
48,414.05,416
49,414.3,416
50,414.6,417
51,414.9,417
52,415.05,417
53,415.5,417
54,415.45,417
55,415.55,417
56,415.2,417
57,415.9,417
58,415.4,417
59,416.05,417
60,416.1,417
61,415.85,417
62,416,417
63,415.95,417
64,416.1,417
65,416.15,417
66,416.55,417
67,416.75,417
68,415.4,417
69,415.95,417
70,416.9,418
71,417.05,418
72,416.1,418
73,415.55,418
74,415.95,418
75,417.2,419
76,417.4,419
77,417.2,419
78,416.9,419
79,417,419
80,416.9,419
81,417,419
82,416.85,419
83,417.6,419
84,418.1,419
85,417.7,419
86,418.4,419
87,418.1,419
88,418.1,419
89,417.5,419
90,418.6,419
91,418.6,419
92,417.45,419
93,418.7,419
94,418.65,419
95,418.4,419
96,418.45,419
97,418.3,419
98,418.85,419
99,417.5,419
100,418.25,419
