Run Number 7
Generation,Generation Average,Best Fitness Found
0,390.25,403
1,392.85,404
2,395.25,404
3,397.3,404
4,399.2,408
5,400.45,408
6,401.2,408
7,402.25,409
8,402.8,409
9,403.75,410
10,404.65,412
11,405.15,412
12,406.05,412
13,406.35,412
14,407.3,413
15,407.2,413
16,407.6,413
17,407.45,413
18,408.1,413
19,408.8,413
20,409.65,413
21,410.25,413
22,410.95,413
23,411.45,413
24,411.75,415
25,412.2,415
26,412.6,415
27,413,415
28,413.3,415
29,413.55,415
30,413.75,415
31,413.95,415
32,414.15,415
33,414.05,415
34,414.35,415
35,414.4,415
36,414.45,415
37,414.5,415
38,414.4,415
39,414.6,415
40,414.7,415
41,414.75,415
42,414.85,415
43,414.95,415
44,414.85,415
45,414.95,415
46,414.95,415
47,415,415
48,414.8,415
49,414.8,415
50,414.95,415
51,414.9,415
52,414.8,415
53,414.95,415
54,414.7,415
55,414.9,415
56,414.85,415
57,415,415
58,414.85,415
59,414.85,415
60,414.85,415
61,415.05,417
62,414.95,417
63,414.8,417
64,414.6,417
65,414.45,417
66,414.9,417
67,415.4,417
68,415.35,417
69,415.55,417
70,415.65,417
71,415.7,417
72,415.75,417
73,416.05,417
74,415.3,417
75,416,417
76,416.15,417
77,416.15,417
78,415.9,417
79,416.45,417
80,416.4,417
81,416.75,417
82,416.65,417
83,416.65,417
84,416.65,417
85,416.85,417
86,416.95,417
87,416.9,417
88,416.35,417
89,416.9,417
90,417,417
91,416.85,417
92,417,417
93,416.9,417
94,417,417
95,416.7,417
96,416.25,417
97,416.95,417
98,416.75,417
99,416.5,417
100,417,417
