Run Number 19
Generation,Generation Average,Best Fitness Found
0,393.5,406
1,395.2,406
2,396.85,406
3,398.65,406
4,399.85,406
5,400.9,407
6,402,407
7,403.2,407
8,403.9,407
9,404.9,409
10,405.5,409
11,406.25,409
12,406.85,409
13,407.25,409
14,407.55,409
15,407.7,409
16,408.05,410
17,408.35,410
18,408.15,410
19,408.4,410
20,408.7,410
21,408.95,410
22,408.9,410
23,409,410
24,409.15,410
25,409.35,410
26,409.5,410
27,409.6,410
28,409.45,410
29,409.7,410
30,409.55,410
31,409.9,411
32,409.8,411
33,410.05,411
34,410.05,411
35,410.1,411
36,409.8,411
37,410.1,411
38,410.3,411
39,410.4,411
40,410.35,411
41,410.55,412
42,410.3,412
43,410.65,412
44,410.45,412
45,410.8,412
46,410.9,412
47,411.1,412
48,411.15,412
49,411.3,412
50,411.05,412
51,411.45,412
52,411.55,412
53,411.6,412
54,411.65,413
55,411.85,413
56,411.8,413
57,411.95,413
58,412.15,413
59,411.95,413
60,412.15,413
61,412.35,413
62,412.3,413
63,412.45,414
64,412.75,416
65,413,416
66,413.45,417
67,413.65,417
68,413.8,417
69,414,417
70,414.25,417
71,414.55,417
72,414.9,417
73,414.85,417
74,415.45,417
75,415.85,417
76,416.25,417
77,415.95,417
78,416.45,417
79,416.35,417
80,415.8,417
81,416.65,417
82,416.65,417
83,416.4,417
84,416.75,417
85,416.9,417
86,416.45,417
87,416.25,417
88,416.1,417
89,416.45,417
90,416.7,417
91,416.95,417
92,416.65,417
93,416.85,417
94,416.6,417
95,416.55,417
96,416.45,417
97,416.8,417
98,416.8,417
99,416.95,417
100,416.55,417
