Run Number 1
Generation,Generation Average,Best Fitness Found
0,392.65,402
1,393.2,403
2,394.7,406
3,396.55,406
4,398.2,406
5,399.7,406
6,400.95,407
7,402.1,407
8,403.35,407
9,404.3,407
10,405.3,408
11,406.05,408
12,406.3,408
13,406.65,408
14,406.75,408
15,407.05,408
16,407.25,408
17,407.55,410
18,407.7,410
19,408.05,410
20,408.3,410
21,408.7,411
22,409.05,411
23,408.4,411
24,409.2,411
25,409.5,411
26,409.35,411
27,409.95,411
28,410.15,411
29,410.45,412
30,410.7,412
31,411,412
32,411.05,412
33,410.95,412
34,411.4,413
35,411.55,414
36,411.75,414
37,411.5,414
38,412.15,414
39,412.55,416
40,412.45,416
41,413.2,416
42,413.5,416
43,413.8,416
44,414.2,417
45,414.6,417
46,414.95,418
47,415.2,418
48,413.95,418
49,415.45,418
50,415.8,418
51,416,418
52,416.3,418
53,416.55,418
54,416.5,418
55,416.85,418
56,417.05,418
57,417.15,418
58,417.15,418
59,417.35,418
60,417.4,418
61,417.2,418
62,417.5,418
63,417.5,418
64,417.6,418
65,417.65,418
66,417.65,419
67,417.65,419
68,417.9,419
69,417.7,419
70,418.1,419
71,417.3,419
72,417.65,419
73,418.1,419
74,418.05,419
75,418.3,419
76,418.35,419
77,418.15,419
78,418.4,419
79,418.55,419
80,417.85,419
81,418.6,419
82,418.7,419
83,418.25,419
84,417.95,419
85,418.35,419
86,418.1,419
87,418.5,419
88,418.55,419
89,418.85,419
90,418.65,420
91,418.65,420
92,418.7,420
93,418.9,420
94,418.95,420
95,418.8,420
96,419.25,420
97,419,420
98,418.85,420
99,418.55,420
100,418.85,420
