Run Number 26
Generation,Generation Average,Best Fitness Found
0,397.5,409
1,398.25,409
2,399.1,409
3,400.15,409
4,401.4,410
5,402.4,410
6,402.8,410
7,403.75,410
8,404.3,410
9,405.45,410
10,406.3,410
11,407.25,411
12,408.15,411
13,408.9,411
14,409.45,411
15,409.85,411
16,409.9,411
17,409.05,411
18,410.2,411
19,409.85,411
20,410.3,411
21,410.25,411
22,410.3,411
23,410.15,411
24,410.4,411
25,410.45,412
26,410.65,412
27,410.9,414
28,411.1,414
29,411.5,414
30,411.9,414
31,411.8,414
32,411.8,414
33,411.45,414
34,412.2,415
35,412.35,415
36,412.45,415
37,412.95,415
38,412.8,415
39,412.95,415
40,413.1,415
41,413.75,415
42,414,415
43,414.25,415
44,414.45,415
45,413.85,415
46,414.6,415
47,413.55,415
48,413.65,415
49,414.3,415
50,414.7,415
51,414.15,415
52,414.45,415
53,414.75,416
54,414.65,416
55,414.4,416
56,414.15,416
57,413.35,416
58,414.75,416
59,414.75,416
60,415.2,416
61,413.65,416
62,414.4,416
63,415.05,416
64,415.05,416
65,415,416
66,415,416
67,415.45,416
68,415.55,416
69,415.6,416
70,415.45,416
71,415.5,416
72,415.45,416
73,415.75,416
74,415.9,416
75,416,416
76,415.75,416
77,415.8,417
78,415.7,418
79,415.95,418
80,416.25,418
81,416.1,418
82,416.15,418
83,416.45,418
84,416.5,418
85,416.5,418
86,416.6,418
87,416.95,418
88,417.05,418
89,417.25,418
90,417.45,418
91,417.65,418
92,417.55,418
93,417.6,418
94,417.6,418
95,417.35,418
96,417.75,418
97,417.85,418
98,417.4,418
99,418,418
100,416.6,418
