Run Number 13
Generation,Generation Average,Best Fitness Found
0,393.8,406
1,396.9,406
2,400.2,408
3,401.7,408
4,402,408
5,402.8,408
6,404.2,410
7,405.8,410
8,407.5,410
9,407.9,411
10,409.4,411
11,409.1,412
12,410.3,412
13,410.3,412
14,410.3,412
15,409.1,412
16,411.4,414
17,411.8,414
18,412.9,416
19,412.6,416
20,413.7,416
21,414.3,416
22,414.1,416
23,415.1,416
24,414.6,416
25,415.6,416
26,415.8,417
27,414.8,417
28,415.3,417
29,415.7,417
30,415.6,417
31,415.8,417
32,416.1,417
33,416.5,417
34,416.4,417
35,416.1,417
36,416.6,417
37,416,417
38,416.8,417
39,416.7,417
40,415.5,417
41,416.9,417
42,417,417
43,416.1,417
44,417,417
45,416.8,417
46,416.6,417
47,416.6,417
48,415.1,417
49,416.7,417
50,417,418
