Run Number 26
Generation,Generation Average,Best Fitness Found
0,392.6,403
1,396.9,403
2,399.8,403
3,401.8,405
4,402.5,405
5,400.9,405
6,402.4,405
7,403.2,407
8,403.2,407
9,403.9,408
10,404.6,409
11,405.5,409
12,406.6,409
13,407.2,409
14,407.6,409
15,408.6,409
16,408.9,409
17,407.8,409
18,409,409
19,408.8,409
20,408,409
21,407.5,409
22,406.9,410
23,408.1,410
24,408.6,410
25,409.2,410
26,409.4,410
27,408.8,411
28,409.9,411
29,410.3,411
30,409.7,411
31,410.5,411
32,409.7,411
33,410.2,411
34,410.8,411
35,410.7,411
36,409,411
37,411.1,412
38,411.2,412
39,410.3,412
40,410.5,412
41,411.4,413
42,411.8,414
43,412.1,414
44,412.3,414
45,412.5,414
46,412.4,414
47,412,415
48,412.2,415
49,411.5,415
50,412.4,415
