Run Number 20
Generation,Generation Average,Best Fitness Found
0,389.1,399
1,391.8,400
2,393.8,400
3,396.1,400
4,397.1,400
5,398.9,401
6,399.9,402
7,401,406
8,401.7,406
9,401.5,406
10,402.7,407
11,404,407
12,404.5,407
13,404.6,407
14,406.3,409
15,407.2,409
16,407.4,409
17,407.4,409
18,407,409
19,408.1,410
20,408.2,410
21,408.7,410
22,409.3,410
23,409.6,410
24,409.4,410
25,409.6,410
26,409.4,410
27,410,410
28,410,410
29,408.8,410
30,409.9,410
31,409.7,410
32,410,411
33,410.2,411
34,410.2,411
35,409.6,411
36,410.4,411
37,409.9,411
38,410.2,411
39,410.1,411
40,410.8,411
41,410.8,411
42,410.5,411
43,410.7,411
44,411.2,413
45,411.4,413
46,411.8,413
47,412.3,414
48,412.2,414
49,412.6,414
50,412.7,414
