Run Number 16
Generation,Generation Average,Best Fitness Found
0,389.5,403
1,393.2,403
2,398.2,403
3,400.5,406
4,402.1,406
5,404,407
6,404.6,407
7,405.2,407
8,406.3,409
9,406.9,409
10,407.2,409
11,407.2,409
12,407.8,409
13,408,409
14,408.1,409
15,408.2,409
16,408.1,409
17,408.1,409
18,406.7,409
19,408.4,409
20,408.6,409
21,408.8,410
22,407.7,410
23,408.6,410
24,408.9,410
25,409.2,410
26,408.6,410
27,409.5,410
28,409.8,411
29,409.6,411
30,409.8,411
31,410,411
32,410.4,411
33,410.6,411
34,410.7,413
35,410.6,413
36,410.7,413
37,410.7,413
38,411,413
39,411.6,413
40,411.5,413
41,412.1,413
42,412.1,413
43,412.8,414
44,412.8,414
45,413,414
46,412,414
47,412.9,414
48,412.9,414
49,413.2,414
50,413.5,415
