Run Number 29
Generation,Generation Average,Best Fitness Found
0,389.8,403
1,394.5,403
2,395.3,403
3,396.4,403
4,398.7,404
5,399.8,404
6,401.1,404
7,402.5,404
8,403.1,404
9,403.4,404
10,403.6,404
11,404,407
12,404.5,407
13,405.2,407
14,405.8,407
15,406.4,407
16,406.7,408
17,405.8,408
18,406.7,408
19,406.6,408
20,407.2,409
21,407.6,409
22,407.3,410
23,407.9,410
24,408.5,410
25,409.1,410
26,409.1,410
27,408.8,410
28,409.4,410
29,409.2,410
30,409.7,410
31,409.6,410
32,409.9,410
33,409.6,410
34,410,410
35,409.6,410
36,409.7,410
37,409.3,410
38,410,410
39,410,410
40,409.9,410
41,410.1,411
42,409.6,411
43,410.1,411
44,409.7,411
45,410.2,411
46,410,411
47,410.6,411
48,410.7,411
49,410.6,411
50,410.6,411
51,411,411
52,411,411
53,411.2,412
54,409.6,412
55,410.7,412
56,411.1,412
57,411.1,412
58,411.1,412
59,411.3,412
60,411.5,412
61,411.7,412
62,411.9,412
63,411.6,412
64,412,412
65,410.5,412
66,411.1,412
67,411.7,412
68,411.6,412
69,411.3,412
70,411.9,412
71,411.6,412
72,410.9,412
73,412,412
74,411.6,412
75,411.6,412
76,411.3,412
77,411.7,412
78,411.3,412
79,411.9,412
80,411.8,412
81,412,412
82,410.9,412
83,412,412
84,411.9,412
85,411.4,412
86,411.7,412
87,411.9,412
88,411.3,412
89,411.8,412
90,412,412
91,411.4,412
92,411,412
93,411.8,412
94,411.7,412
95,411.7,412
96,411.9,412
97,411.8,412
98,412,412
99,411.4,412
100,411.9,413
