Gen,GenAvg,BestFit
0,391,403
1,395.7,403
2,397.8,403
3,399.7,403
4,401.5,404
5,402.3,404
6,403,404
7,403.4,404
8,403.4,404
9,403.4,404
10,403.7,405
11,403.7,405
12,404.1,405
13,403.9,405
14,403.8,405
15,404.1,405
16,404,405
17,404.5,406
18,404.9,407
19,405.1,407
20,405.5,407
21,405.6,407
22,406,407
23,406.2,407
24,406.6,407
25,406.1,407
26,406.6,407
27,406.6,407
28,406.9,407
29,407,407
30,406.8,407
31,406.9,407
32,406.9,407
33,407,407
34,406.9,407
35,406.8,407
36,407,407
37,407.2,409
38,407.4,409
39,407.5,409
40,407.5,409
41,407.5,409
42,407.9,409
43,408.1,409
44,408.3,409
45,408.3,409
46,408.1,409
47,408.1,409
48,408.5,409
49,408.7,409
50,408.9,409
51,409,409
52,408.9,409
53,408.2,409
54,408.9,409
55,408.9,409
56,408.8,409
57,408.8,409
58,408.9,409
59,408.7,409
60,408.9,409
61,408.9,409
62,408.8,409
63,409,409
64,408.8,409
65,408.4,409
66,409,409
67,408.9,409
68,408.9,409
69,409,409
70,409,409
71,408.9,409
72,408.3,409
73,409,409
74,409.1,410
75,409.2,410
76,409.3,410
77,409.5,410
78,409.7,410
79,410,411
80,409.8,411
81,410.1,411
82,410.3,411
83,410.5,411
84,410.5,411
85,410.5,411
86,410.5,411
87,411,412
88,411.2,412
89,411.4,412
90,411.7,413
91,411.7,413
92,412.3,413
93,412.6,414
94,412.9,414
95,412.8,414
96,413.2,414
97,413.4,414
98,413.4,414
99,413.6,414
100,413.8,414
