Gen,GenAvg,BestFit
0,389.8,400
1,391.5,400
2,394.8,400
3,396.1,400
4,397.8,400
5,399.1,400
6,400.1,402
7,400.3,402
8,400.4,402
9,400.8,402
10,401.1,402
11,401.5,402
12,401.6,407
13,402.8,407
14,403.8,407
15,405.2,410
16,405.7,410
17,406.2,410
18,407.9,410
19,408.6,410
20,409.3,411
21,409.9,412
22,410.6,414
23,411.4,414
24,410.3,414
25,411.6,414
26,412,414
27,412.1,414
28,412.4,414
29,413.3,414
30,413.4,414
31,412.1,414
32,413.6,414
33,413.8,414
34,414,414
35,413.2,414
36,412.6,414
37,413.6,414
38,412.3,414
39,413.4,415
40,411.8,415
41,414.2,415
42,414,415
43,414.2,415
44,414.4,415
45,414.4,416
46,412.7,416
47,414.7,416
48,414.7,416
49,415.3,416
50,415.1,416
51,415.5,417
52,415.5,417
53,415.4,417
54,415.9,417
55,415.7,417
56,415.9,417
57,415.6,417
58,416.7,417
59,416.2,417
60,416.5,417
61,415.7,417
62,416.4,417
63,416.4,417
64,416.8,417
65,416.6,417
66,414.8,417
67,417,417
68,415.3,417
69,416.4,417
70,416.7,417
71,416.9,417
72,415.8,417
73,416.3,417
74,416.9,417
75,416.9,417
76,416.6,417
77,417,417
78,416.9,417
79,416.5,417
80,416.3,417
81,416.7,417
82,415.8,417
83,416.2,417
84,415.8,417
85,416.1,417
86,416.5,417
87,417,417
88,415.8,417
89,416.5,417
90,416.8,417
91,416.4,417
92,416,417
93,416.2,417
94,416.6,417
95,416.4,417
96,416.5,418
97,415.9,418
98,416.6,418
99,416.6,418
100,416.2,418
