Run Number 4
Generation,Generation Average,Best Fitness Found
0,155.9,183
1,164.7,201
2,174,201
3,180.9,201
4,188.3,201
5,189.5,201
6,195.3,201
7,197.4,201
8,198.4,201
9,197.6,201
10,201.3,216
11,199.9,216
12,207.4,220
13,210,220
14,213.3,220
15,216.8,221
16,217.7,221
17,218.7,221
18,217.9,221
19,218.7,221
20,217.2,221
21,218.7,221
22,215.6,221
23,215.1,221
24,217,221
25,217.9,224
26,217.4,225
27,218.8,225
28,219.7,225
29,219.7,225
30,220.2,225
31,221.2,225
32,221.5,225
33,218,225
34,221.1,227
35,223.9,227
36,225.2,227
37,225.8,227
38,223.9,227
39,226.5,227
40,226.7,227
41,222.8,227
42,226.1,227
43,225.5,227
44,226.9,227
45,225.8,227
46,226.4,227
47,227,227
48,227,227
49,227.3,230
50,225.5,230
51,227,230
52,227.3,230
53,228.3,230
54,228.9,230
55,228.1,230
56,226,230
57,229.3,230
58,227.9,230
59,229.8,230
60,230,230
61,229,230
62,227.5,230
63,228,230
64,228.2,232
65,228.9,232
66,230.5,232
67,230.9,232
68,229.8,232
69,230.6,232
70,231.4,232
71,229.2,232
72,232,232
73,230.1,232
74,229.9,232
75,229,232
76,231.6,232
77,231.8,232
78,232,232
79,229.6,232
80,227.5,232
81,229.4,232
82,231.2,232
83,248.1,399
84,282.1,399
85,315.5,399
86,348.3,399
87,381.7,399
88,398.1,401
89,398.8,401
90,399.6,401
91,400,401
92,400.4,401
93,400.9,402
94,401.2,402
95,401.4,402
96,401.6,402
97,401.8,402
98,402.1,403
99,402,403
100,402,403
