Run Number 3
Generation,Generation Average,Best Fitness Found
0,393.35,404
1,395.4,410
2,397.75,410
3,399.55,410
4,401.5,410
5,403.25,410
6,404.8,410
7,406.2,410
8,407.45,410
9,408.65,410
10,408.95,410
11,409.35,410
12,410,411
13,409.95,411
14,410.1,411
15,410.15,411
16,410.25,411
17,410.35,411
18,410.45,411
19,410.5,411
20,410.6,411
21,410.7,411
22,410.85,412
23,410.45,412
24,411.05,412
25,411.2,412
26,411.3,412
27,411.4,412
28,411.4,412
29,411.45,412
30,411.5,412
31,411.6,412
32,411.7,412
33,411.8,413
34,411.95,413
35,412.15,413
36,412.35,414
37,412.4,414
38,412.6,414
39,412.65,414
40,412.8,414
41,412.75,414
42,413.1,415
43,413.35,415
44,413.65,415
45,413.65,415
46,413.8,415
47,414,415
48,414.2,415
49,414.25,415
50,414.25,415
