Gen,GenAvg,BestFit
0,395.6,412
1,397.8,412
2,400.05,412
3,401.85,412
4,403.55,412
5,405.15,412
6,406.75,412
7,407.95,412
8,409.45,412
9,410.05,412
10,410.8,412
11,411.55,412
12,411.85,412
13,412,413
14,411.25,413
15,411.9,413
16,411.9,413
17,412.05,414
18,412.25,414
19,412.45,414
20,412.65,414
21,412.85,414
22,413,414
23,413.15,414
24,413.35,414
25,413.55,414
26,413.65,414
27,413.85,415
28,413.95,415
29,413.7,415
30,414,415
31,414.15,415
32,414.1,415
33,414.25,415
34,414.1,415
35,414.15,415
36,414.15,415
37,413.75,415
38,414.3,415
39,414.4,415
40,414.55,415
41,414.45,415
42,414.7,415
43,414.8,415
44,414.9,415
45,415,415
46,414.65,415
47,414.85,415
48,414.45,415
49,414.35,415
50,414.9,415
